"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"306","cds-hrp","2","30","102",NA,NA,NA,"0.374369296632205","-4.31227056984513"
"307","2","30","103","21.8017257273376","-37.6034514546752","0.128019631725452","234.3390587495","116.92154748767","2"
"308","cds-hnc","2","30","103",NA,NA,NA,"0.334572505678089","-33.7747454347135"
"309","cds-hrp","2","30","103",NA,NA,NA,NA,NA
"310","2","30","104","19.9384272922785","-33.876854584557","0.123290575385901","243.327601530771","116.92154748767","2"
"311","cds-hnc","2","30","104",NA,NA,NA,"0.383258086212243","-25.9199599669415"
"312","cds-hrp","2","30","104",NA,NA,NA,"0.134732662078947","-33.2878058246828"
"313","2","30","105","7.96860269928079","-9.93720539856158","0.101313386290801","296.110919774122","116.92154748767","2"
"314","cds-hnc","2","30","105",NA,NA,NA,"0.569430173981068","-7.26716168852924"
"315","cds-hrp","2","30","105",NA,NA,NA,"0.315186500833981","-7.73255762270807"
"316","2","30","106","12.2782786511517","-18.5565573023034","0.139772898907668","214.633882780221","116.92154748767","2"
"317","cds-hnc","2","30","106",NA,NA,NA,"0.486055999575655","-11.6455466557121"
"318","cds-hrp","2","30","106",NA,NA,NA,"0.163505671063342","-19.2861765256009"
"319","2","30","107","9.26451863113736","-12.5290372622747","0.280609594009384","106.910100867744","116.92154748767","2"
"320","cds-hnc","2","30","107",NA,NA,NA,"0.603165492266108","-3.35648550214696"
"321","cds-hrp","2","30","107",NA,NA,NA,"0.317434783851201","-10.4541147687737"
"322","2","30","108","10.1742152971431","-18.3484305942862","0.441166535207624","68.0015314078192","116.92154748767","1"
"323","cds-hnc","2","30","108",NA,NA,NA,"0.441166535255437","-18.3484305942862"
"324","cds-hrp","2","30","108",NA,NA,NA,"0.308899605692739","-18.7298701492647"
"325","2","30","109","7.01462107791935","-8.02924215583871","0.0531702568279347","564.225222704558","116.92154748767","2"
"326","cds-hnc","2","30","109",NA,NA,NA,"0.563924753088657","-7.61174055818813"
"327","cds-hrp","2","30","109",NA,NA,NA,"0.469850834136204","-7.09965864088858"
"328","2","30","110","11.7696069604231","-21.5392139208462","0.415027356243049","72.284391736412","116.92154748767","1"
"329","cds-hnc","2","30","110",NA,NA,NA,"0.415027353372453","-21.5392139208462"
"330","cds-hrp","2","30","110",NA,NA,NA,"0.398422382305118","-20.4938386483955"
"331","2","30","111","6.58254948139627","-11.1650989627925","0.514704640508545","58.2858549135268","116.92154748767","1"
"332","cds-hnc","2","30","111",NA,NA,NA,"0.51470464196681","-11.1650989627925"
"333","cds-hrp","2","30","111",NA,NA,NA,"0.29411527643971","-11.5891164665714"
"334","2","30","112","11.240026367381","-16.480052734762","0.183376480763464","163.597860942139","116.92154748767","2"
"335","cds-hnc","2","30","112",NA,NA,NA,"0.473808635436808","-14.8521491323145"
"336","cds-hrp","2","30","112",NA,NA,NA,"0.242034538780092","-15.410147307818"
"337","2","30","113","15.1286792172821","-24.2573584345642","0.269227873458623","111.429769936547","116.92154748767","2"
"338","cds-hnc","2","30","113",NA,NA,NA,"0.479297053793868","-12.3119246286531"
"339","cds-hrp","2","30","113",NA,NA,NA,"0.216843164013348","-23.1564798656184"
"340","2","30","114","13.4354958544753","-20.8709917089506","0.141258317600045","212.376874577688","116.92154748767","2"
"341","cds-hnc","2","30","114",NA,NA,NA,"0.520623620842264","-8.66351621718835"
"342","cds-hrp","2","30","114",NA,NA,NA,"0.151269018373488","-18.9512270125428"
"343","2","30","115","7.78637146924389","-13.5727429384878","0.487108230516791","61.5879554491861","116.92154748767","1"
"344","cds-hnc","2","30","115",NA,NA,NA,"0.487108233733576","-13.5727429384878"
"345","cds-hrp","2","30","115",NA,NA,NA,"0.472904648800679","-11.1925847700861"
"346","2","30","116","6.25895669147668","-10.5179133829534","0.52280679984478","57.38257422992","116.92154748767","1"
"347","cds-hnc","2","30","116",NA,NA,NA,"0.522806800276581","-10.5179133829533"
"348","cds-hrp","2","30","116",NA,NA,NA,"0.693544855786109","-7.29743332050664"
"349","2","30","117","14.6296084936814","-27.2592169873629","0.374299907964927","80.149632317866","116.92154748767","1"
"350","cds-hnc","2","30","117",NA,NA,NA,"0.374299907446647","-27.2592169873629"
"351","cds-hrp","2","30","117",NA,NA,NA,"0.331786870656116","-25.2390066978364"
"352","2","30","118","6.48192808820173","-6.96385617640345","0.283674954598408","105.754841989736","116.92154748767","2"
"353","cds-hnc","2","30","118",NA,NA,NA,"0.619393568823995","-4.55938883074137"
"354","cds-hrp","2","30","118",NA,NA,NA,"0.309258187931199","-7.88641343903984"
"355","2","30","119","8.33521599741929","-14.6704319948386","0.475647455056212","63.0719237138662","116.92154748767","1"
"356","cds-hnc","2","30","119",NA,NA,NA,"0.475647455224506","-14.6704319948386"
"357","cds-hrp","2","30","119",NA,NA,NA,"0.344210376771262","-14.1791058166616"
"358","2","30","120","7.22990773898907","-12.4598154779781","0.499406629330842","60.0712890819995","116.92154748767","1"
"359","cds-hnc","2","30","120",NA,NA,NA,"0.499406626943183","-12.4598154779781"
"360","cds-hrp","2","30","120",NA,NA,NA,"0.293214514680868","-13.5177241961185"
"361","2","30","121","10.1501478473752","-14.3002956947504","0.165091289603435","181.717642839079","116.92154748767","2"
"362","cds-hnc","2","30","121",NA,NA,NA,NA,NA
"363","cds-hrp","2","30","121",NA,NA,NA,"0.28507153500704","-11.454244300298"
"364","2","30","122","14.1318638341323","-22.2637276682647","0.191459382781646","156.691197705438","116.92154748767","2"
"365","cds-hnc","2","30","122",NA,NA,NA,"0.462566602577308","-13.9870159665804"
"366","cds-hrp","2","30","122",NA,NA,NA,"0.218854748516077","-21.6168928368506"
"367","2","30","123","7.828432326484","-9.656864652968","0.345170175027035","86.9136506294331","116.92154748767","2"
"368","cds-hnc","2","30","123",NA,NA,NA,"0.56953060463195","-7.2609671702442"
"369","cds-hrp","2","30","123",NA,NA,NA,"0.379138462552465","-10.072436218185"
"370","2","30","124","9.90451402179369","-13.8090280435874","0.132967323930118","225.619341002656","116.92154748767","2"
"371","cds-hnc","2","30","124",NA,NA,NA,NA,NA
"372","cds-hrp","2","30","124",NA,NA,NA,"0.283133056346608","-10.8340070379644"
"373","2","30","125","9.6008979965824","-17.2017959931648","0.451346148401607","66.467832075762","116.92154748767","1"
"374","cds-hnc","2","30","125",NA,NA,NA,"0.451346056466726","-17.2017959931625"
"375","cds-hrp","2","30","125",NA,NA,NA,"0.33760545785504","-14.6545659286489"
"376","2","30","126","6.04085881051439","-6.08171762102878","0.310542602742518","96.6051026012494","116.92154748767","2"
"377","cds-hnc","2","30","126",NA,NA,NA,"0.711102996066647","-1.18195092827529"
"378","cds-hrp","2","30","126",NA,NA,NA,"0.417400422672295","-3.91604529799262"
"379","2","30","127","14.3843873970528","-22.7687747941056","0.195659348878238","153.327710492738","116.92154748767","2"
"380","cds-hnc","2","30","127",NA,NA,NA,"0.440762652121534","-18.3950094367759"
"381","cds-hrp","2","30","127",NA,NA,NA,"0.252422203621206","-21.9499060494887"
"382","2","30","128","11.461933791605","-16.9238675832099","0.130805607455194","229.347965914046","116.92154748767","2"
"383","cds-hnc","2","30","128",NA,NA,NA,"0.47650931937583","-14.5857903028112"
"384","cds-hrp","2","30","128",NA,NA,NA,"0.659552675712316","-12.7031309178256"
"385","2","30","129","7.57311411586307","-13.1462282317261","0.491735803258599","61.0083703509043","116.92154748767","1"
"386","cds-hnc","2","30","129",NA,NA,NA,"0.491735803435697","-13.1462282317262"
"387","cds-hrp","2","30","129",NA,NA,NA,"0.277440087816665","-11.9803588858993"
"388","2","30","130","9.15341948295661","-12.3068389659132","0.233925396510931","128.2460153855","116.92154748767","2"
"389","cds-hnc","2","30","130",NA,NA,NA,"0.539375357430267","-9.27334235938437"
"390","cds-hrp","2","30","130",NA,NA,NA,"0.286992828990004","-10.6228793153256"
"391","2","30","131","5.49393556354446","-8.98787112708891","0.54337950790628","55.2100319638375","116.92154748767","1"
"392","cds-hnc","2","30","131",NA,NA,NA,"0.543379507716476","-8.98787112708892"
"393","cds-hrp","2","30","131",NA,NA,NA,"0.352755330152093","-9.45060318947034"
"394","2","30","132","9.68680292360037","-17.3736058472007","0.449790853875097","66.6976656851514","116.92154748767","1"
"395","cds-hnc","2","30","132",NA,NA,NA,"0.449790854047749","-17.3736058472007"
"396","cds-hrp","2","30","132",NA,NA,NA,"0.361761741812936","-16.6420351089616"
"397","2","30","133","10.1736870089617","-14.3473740179233","0.311097127159852","96.4329059348241","116.92154748767","2"
"398","cds-hnc","2","30","133",NA,NA,NA,"0.531195559957157","-9.87482093236485"
"399","cds-hrp","2","30","133",NA,NA,NA,"0.373481060616553","-14.2884923931884"
"400","2","30","134","8.3583109729283","-10.7166219458566","0.380024799759527","78.9422164526723","116.92154748767","2"
"401","cds-hnc","2","30","134",NA,NA,NA,"0.520856189676247","-10.6713592054505"
"402","cds-hrp","2","30","134",NA,NA,NA,"0.425598823480503","-11.7824843492439"
"403","2","30","135","0.236740168526475","1.52651966294705","0.872323267488552","34.3909203366442","116.92154748767","1"
"404","cds-hnc","2","30","135",NA,NA,NA,NA,NA
"405","cds-hrp","2","30","135",NA,NA,NA,NA,NA
"406","2","30","136","19.3127640221637","-32.6255280443275","0.0893367192359724","335.808167756402","116.92154748767","2"
"407","cds-hnc","2","30","136",NA,NA,NA,NA,NA
"408","cds-hrp","2","30","136",NA,NA,NA,NA,NA
"409","2","30","137","7.70449132034137","-13.4089826406827","0.488872874630015","61.3656464836679","116.92154748767","1"
"410","cds-hnc","2","30","137",NA,NA,NA,"0.488872874175645","-13.4089826406827"
"411","cds-hrp","2","30","137",NA,NA,NA,"0.510461547889991","-10.7657231848461"
"412","2","30","138","8.93781568203883","-15.8756313640777","0.463736912462314","64.6918526297774","116.92154748767","1"
"413","cds-hnc","2","30","138",NA,NA,NA,"0.463736914870083","-15.8756313640776"
"414","cds-hrp","2","30","138",NA,NA,NA,"0.500516133424985","-12.672621347148"
"415","2","30","139","14.5036545013648","-23.0073090027296","0.274085670089739","109.454828448994","116.92154748767","2"
"416","cds-hnc","2","30","139",NA,NA,NA,"0.475696000396037","-14.6656560317589"
"417","cds-hrp","2","30","139",NA,NA,NA,"0.240437438666133","-23.4609297286065"
"418","2","30","140","8.18588773727414","-10.3717754745483","0.213934948774092","140.229542540424","116.92154748767","2"
"419","cds-hnc","2","30","140",NA,NA,NA,"0.54473370886409","-8.89263398427506"
"420","cds-hrp","2","30","140",NA,NA,NA,NA,NA
"421","2","30","141","13.4805322158545","-24.961064431709","0.389871187643664","76.9484920938028","116.92154748767","1"
"422","cds-hnc","2","30","141",NA,NA,NA,"0.389871187208079","-24.961064431709"
"423","cds-hrp","2","30","141",NA,NA,NA,"0.386763314266124","-25.8413414974645"
"424","2","30","142","7.71530687825955","-13.4306137565191","0.488638928602113","61.395026560457","116.92154748767","1"
"425","cds-hnc","2","30","142",NA,NA,NA,"0.488638926800795","-13.4306137565191"
"426","cds-hrp","2","30","142",NA,NA,NA,"0.435988760389931","-13.1475690211479"
"427","2","30","143","12.8923478008929","-19.7846956017859","0.128171371880162","234.061628271012","116.92154748767","2"
"428","cds-hnc","2","30","143",NA,NA,NA,"0.487798958709991","-7.97381623980949"
"429","cds-hrp","2","30","143",NA,NA,NA,"0.148111138784835","-19.7807130347092"
"430","2","30","144","10.5471617442209","-15.0943234884417","0.255222049804151","117.544702830422","116.92154748767","2"
"431","cds-hnc","2","30","144",NA,NA,NA,"0.50974507755065","-11.5742509407915"
"432","cds-hrp","2","30","144",NA,NA,NA,"0.267462600511518","-16.1399757789721"
"433","2","30","145","5.81407573402299","-9.62815146804597","0.53450936667592","56.1262381360464","116.92154748767","1"
"434","cds-hnc","2","30","145",NA,NA,NA,"0.534509366778006","-9.62815146804597"
"435","cds-hrp","2","30","145",NA,NA,NA,"0.293280845537857","-10.2469969320496"
"436","2","30","146","10.2992296348524","-14.5984592697048","0.246931608090545","121.491129596498","116.92154748767","2"
"437","cds-hnc","2","30","146",NA,NA,NA,"0.638410896332876","0.704494060267203"
"438","cds-hrp","2","30","146",NA,NA,NA,NA,NA
"439","2","30","147","14.4639807508213","-26.9279615016426","0.376486805957145","79.6840673439559","116.92154748767","1"
"440","cds-hnc","2","30","147",NA,NA,NA,"0.376486805132863","-26.9279615016426"
"441","cds-hrp","2","30","147",NA,NA,NA,"0.304968008838052","-28.7964764450366"
"442","2","30","148","11.2323242855641","-16.4646485711282","0.191299205684897","156.822397106108","116.92154748767","2"
"443","cds-hnc","2","30","148",NA,NA,NA,NA,NA
"444","cds-hrp","2","30","148",NA,NA,NA,"0.183625498141625","-16.8448818183965"
"445","2","30","149","13.0289222368494","-20.0578444736987","0.291766259638492","102.822033079394","116.92154748767","2"
"446","cds-hnc","2","30","149",NA,NA,NA,"0.445787921232177","-17.8213819668014"
"447","cds-hrp","2","30","149",NA,NA,NA,"0.185094983507425","-20.8446043064226"
"448","2","30","150","10.67788812554","-15.3557762510799","0.0403226086163252","743.999483898819","116.92154748767","2"
"449","cds-hnc","2","30","150",NA,NA,NA,"0.550471430413357","-6.47559551721702"
"450","cds-hrp","2","30","150",NA,NA,NA,"0.528254076307706","-7.36221853239135"
"451","2","30","151","5.80498637112274","-9.60997274224549","0.534755786758325","56.1003746810468","116.92154748767","1"
"452","cds-hnc","2","30","151",NA,NA,NA,"0.534755786076428","-9.60997274224549"
"453","cds-hrp","2","30","151",NA,NA,NA,"0.353656509223424","-7.69419020233186"
"454","2","30","152","7.15011102988339","-12.3002220597668","0.501231693123642","59.8525600267653","116.92154748767","1"
"455","cds-hnc","2","30","152",NA,NA,NA,"0.501231692239649","-12.3002220597668"
"456","cds-hrp","2","30","152",NA,NA,NA,"0.356617204498305","-13.3857516380919"
"457","2","30","153","16.6738600263672","-31.3477200527344","0.348701006420314","86.0335916663197","116.92154748767","1"
"458","cds-hnc","2","30","153",NA,NA,NA,"0.348701001942176","-31.3477200527344"
"459","cds-hrp","2","30","153",NA,NA,NA,"0.42917743320492","-27.3114546510001"
"460","2","30","154","7.9370376151288","-13.8740752302576","0.483899491743294","61.9963453400666","116.92154748767","1"
"461","cds-hnc","2","30","154",NA,NA,NA,"0.483899493933237","-13.8740752302576"
"462","cds-hrp","2","30","154",NA,NA,NA,"0.573602051652167","-10.9111216115978"
"463","2","30","155","12.9368241671743","-19.8736483343486","0.280297152445761","107.029271393705","116.92154748767","2"
"464","cds-hnc","2","30","155",NA,NA,NA,"0.496044442233443","-10.7416305596971"
"465","cds-hrp","2","30","155",NA,NA,NA,"0.240929976341745","-19.7925490323752"
"466","2","30","156","18.8503382899649","-31.7006765799298","0.140441655917406","213.611836203663","116.92154748767","2"
"467","cds-hnc","2","30","156",NA,NA,NA,NA,NA
"468","cds-hrp","2","30","156",NA,NA,NA,"0.144432090803844","-27.8332201003762"
"469","2","30","157","15.0844091553609","-24.1688183107217","0.103495310061063","289.868207383502","116.92154748767","2"
"470","cds-hnc","2","30","157",NA,NA,NA,"0.510260293901106","-9.52592040500895"
"471","cds-hrp","2","30","157",NA,NA,NA,NA,NA
"472","2","30","158","10.4434512098329","-14.8869024196659","0.155507498314486","192.916742441129","116.92154748767","2"
"473","cds-hnc","2","30","158",NA,NA,NA,"0.603733772082413","-3.32563607534862"
"474","cds-hrp","2","30","158",NA,NA,NA,"0.573227174195571","-3.88198452336808"
"475","2","30","159","17.0315586169565","-28.063117233913","0.249233615768606","120.368995600708","116.92154748767","2"
"476","cds-hnc","2","30","159",NA,NA,NA,"0.379329068192917","-26.5016070481916"
"477","cds-hrp","2","30","159",NA,NA,NA,NA,NA
"478","2","30","160","10.0775278617299","-14.1550557234598","0.106386738878477","281.990032933223","116.92154748767","2"
"479","cds-hnc","2","30","160",NA,NA,NA,NA,NA
"480","cds-hrp","2","30","160",NA,NA,NA,"0.134292375442029","-15.1840465285202"
"481","2","30","161","12.3378621223915","-18.6757242447831","0.27448007601561","109.297550610901","116.92154748767","2"
"482","cds-hnc","2","30","161",NA,NA,NA,"0.445475565230896","-17.8566626661496"
"483","cds-hrp","2","30","161",NA,NA,NA,"0.309177894179709","-19.5041124026396"
"484","2","30","162","6.82865074343435","-7.6573014868687","0.39443819013225","76.0575439967954","116.92154748767","2"
"485","cds-hnc","2","30","162",NA,NA,NA,"0.575876773986875","-6.87606882934929"
"486","cds-hrp","2","30","162",NA,NA,NA,"0.380553429713536","-8.50392571190164"
"487","2","30","163","8.51478810513237","-11.0295762102647","0.338862752590443","88.5314180170714","116.92154748767","2"
"488","cds-hnc","2","30","163",NA,NA,NA,"0.534607444150464","-9.62090697410281"
"489","cds-hrp","2","30","163",NA,NA,NA,"0.337335420985242","-11.6369349151759"
"490","2","30","164","16.8606817630316","-27.7213635260632","0.198485900811001","151.144236832047","116.92154748767","2"
"491","cds-hnc","2","30","164",NA,NA,NA,"0.488775070454195","-9.66451327478867"
"492","cds-hrp","2","30","164",NA,NA,NA,"0.216762478332692","-24.7766157279464"
"493","2","30","165","8.26681293112546","-10.5336258622509","0.363164173624894","82.6072673979853","116.92154748767","2"
"494","cds-hnc","2","30","165",NA,NA,NA,"0.587889116360039","-4.16576072045976"
"495","cds-hrp","2","30","165",NA,NA,NA,"0.201404035065638","-10.3367087136708"
"496","2","30","166","8.31154682754279","-10.6230936550856","0.20272035347443","147.987113705304","116.92154748767","2"
"497","cds-hnc","2","30","166",NA,NA,NA,"0.536482929946615","-9.48319314291031"
