"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1483","2","120","95","38.7584022794435","-71.5168045588869","0.141021100084363","850.93649055505","467.686189950678","2"
"1484","cds-hnc","2","120","95",NA,NA,NA,NA,NA
"1485","cds-hrp","2","120","95",NA,NA,NA,"0.195759902060245","-72.6977029772036"
"1486","2","120","96","47.556508573412","-85.1130171468239","0.191854024393362","625.475542561264","467.686189950678","3"
"1487","cds-hnc","2","120","96",NA,NA,NA,"0.460648049084539","-70.7968284575426"
"1488","cds-hrp","2","120","96",NA,NA,NA,"0.233058169889257","-85.5786973827706"
"1489","2","120","97","35.1667351471239","-64.3334702942479","0.205939185630805","582.696292754738","467.686189950678","2"
"1490","cds-hnc","2","120","97",NA,NA,NA,"0.500488046007671","-55.4603185148677"
"1491","cds-hrp","2","120","97",NA,NA,NA,"0.330357089733836","-58.5439210046563"
"1492","2","120","98","42.6270674677957","-75.2541349355915","0.245285290473632","489.226238427452","467.686189950678","3"
"1493","cds-hnc","2","120","98",NA,NA,NA,"0.477418452464211","-63.9875868921098"
"1494","cds-hrp","2","120","98",NA,NA,NA,"0.266003600899637","-74.0251923295945"
"1495","2","120","99","32.3994595939348","-58.7989191878697","0.278968556820394","430.156005277894","467.686189950678","2"
"1496","cds-hnc","2","120","99",NA,NA,NA,"0.524620049643435","-47.5064453715194"
"1497","cds-hrp","2","120","99",NA,NA,NA,"0.282056967711027","-59.0425607989258"
"1498","2","120","100","35.1369383070831","-64.2738766141662","0.238870983208387","502.363235535034","467.686189950678","2"
"1499","cds-hnc","2","120","100",NA,NA,NA,"0.56728713400608","-33.5637036307268"
"1500","cds-hrp","2","120","100",NA,NA,NA,"0.142112393372757","-59.5268967857502"
"1501","2","120","101","20.1629988962746","-34.3259977925493","0.428214316486334","280.233507801997","467.686189950678","2"
"1502","cds-hnc","2","120","101",NA,NA,NA,"0.577936525065493","-33.0154983759088"
"1503","cds-hrp","2","120","101",NA,NA,NA,"0.440784004627623","-35.5804842013656"
"1504","2","120","102","23.6824674311803","-41.3649348623607","0.433298076407539","276.945609809571","467.686189950678","2"
"1505","cds-hnc","2","120","102",NA,NA,NA,"0.576116470786858","-33.4471019773147"
"1506","cds-hrp","2","120","102",NA,NA,NA,"0.384901457157071","-42.0949657670011"
"1507","2","120","103","25.7492272192467","-45.4984544384935","0.405936541175408","295.612707475249","467.686189950678","2"
"1508","cds-hnc","2","120","103",NA,NA,NA,"0.563835371082908","-36.4696901559693"
"1509","cds-hrp","2","120","103",NA,NA,NA,"0.299656447452694","-49.5320203540761"
"1510","2","120","104","42.2245451819277","-78.4490903638553","0.269408642928256","445.420008414341","467.686189950678","2"
"1511","cds-hnc","2","120","104",NA,NA,NA,"0.475732394118589","-64.6483044087376"
"1512","cds-hrp","2","120","104",NA,NA,NA,"0.272641294794721","-80.4422338614309"
"1513","2","120","105","35.3205277567051","-60.6410555134102","0.0676607289959436","1773.55464212031","467.686189950678","3"
"1514","cds-hnc","2","120","105",NA,NA,NA,"0.592565225741387","-27.6441704878995"
"1515","cds-hrp","2","120","105",NA,NA,NA,"0.227780831055411","-56.434236379012"
"1516","2","120","106","51.1866915302123","-92.3733830604246","0.201686576103758","594.982582967079","467.686189950678","3"
"1517","cds-hnc","2","120","106",NA,NA,NA,"0.473692832210986","-63.3891100227675"
"1518","cds-hrp","2","120","106",NA,NA,NA,"0.212460350753484","-94.1342265730734"
"1519","2","120","107","27.489817072514","-48.9796341450279","0.337229295664077","355.840970944396","467.686189950678","2"
"1520","cds-hnc","2","120","107",NA,NA,NA,"0.570491116426081","-34.8075479777254"
"1521","cds-hrp","2","120","107",NA,NA,NA,"0.305605420738655","-50.2332546546566"
"1522","2","120","108","24.924651891616","-43.849303783232","0.448737510647934","267.416913345915","467.686189950678","2"
"1523","cds-hnc","2","120","108",NA,NA,NA,"0.546996641891616","-40.9398203060657"
"1524","cds-hrp","2","120","108",NA,NA,NA,"0.465992346202309","-44.6560853715589"
"1525","2","120","109","32.6966256413669","-59.3932512827338","0.183235347964084","654.895473680773","467.686189950678","2"
"1526","cds-hnc","2","120","109",NA,NA,NA,"0.539468931746503","-41.0183456711548"
"1527","cds-hrp","2","120","109",NA,NA,NA,"0.288940932327406","-54.4362457865254"
"1528","2","120","110","28.4821484398298","-50.9642968796597","0.402633531586445","298.037770294937","467.686189950678","2"
"1529","cds-hnc","2","120","110",NA,NA,NA,"0.549291441153213","-40.3075812071004"
"1530","cds-hrp","2","120","110",NA,NA,NA,"0.345666580998713","-52.5801002803492"
"1531","2","120","111","33.9979076763819","-61.9958153527639","0.310475184845273","386.504319370331","467.686189950678","2"
"1532","cds-hnc","2","120","111",NA,NA,NA,"0.52577595032634","-47.1487745706068"
"1533","cds-hrp","2","120","111",NA,NA,NA,"0.250421009421546","-63.0102828313955"
"1534","2","120","112","39.6137179011443","-73.2274358022886","0.183289378137071","654.702423128192","467.686189950678","2"
"1535","cds-hnc","2","120","112",NA,NA,NA,"0.475450945977597","-64.7591072657942"
"1536","cds-hrp","2","120","112",NA,NA,NA,"0.276009664415169","-71.0927730183479"
"1537","2","120","113","43.5739350713456","-81.1478701426913","0.305219319874805","393.159908911473","467.686189950678","2"
"1538","cds-hnc","2","120","113",NA,NA,NA,"0.507934731442047","-52.9044190719437"
"1539","cds-hrp","2","120","113",NA,NA,NA,"0.280921273998306","-80.6487011800505"
"1540","2","120","114","57.7228228237139","-109.445645647428","0.174849164331509","686.305825130987","467.686189950678","2"
"1541","cds-hnc","2","120","114",NA,NA,NA,"0.42566522856108","-86.7877690845175"
"1542","cds-hrp","2","120","114",NA,NA,NA,"0.244411886603389","-104.468043117589"
"1543","2","120","115","36.9476673742105","-67.895334748421","0.231290430062048","518.828210781604","467.686189950678","2"
"1544","cds-hnc","2","120","115",NA,NA,NA,"0.502176269727534","-54.8727102330584"
"1545","cds-hrp","2","120","115",NA,NA,NA,"0.264441189217623","-67.4196069355223"
"1546","2","120","116","53.5868740554594","-101.173748110919","0.25292051954527","474.457352118959","467.686189950678","2"
"1547","cds-hnc","2","120","116",NA,NA,NA,"0.416181564362792","-91.5624321623621"
"1548","cds-hrp","2","120","116",NA,NA,NA,"0.25675933770208","-101.51535946766"
"1549","2","120","117","55.2951345641892","-104.590269128378","0.26745622600452","448.671551949485","467.686189950678","2"
"1550","cds-hnc","2","120","117",NA,NA,NA,"0.422778940174479","-88.2204563816429"
"1551","cds-hrp","2","120","117",NA,NA,NA,NA,NA
"1552","2","120","118","20.6173784059011","-35.2347568118021","0.319153628494176","375.994471898006","467.686189950678","2"
"1553","cds-hnc","2","120","118",NA,NA,NA,"0.591034807981154","-30.0287401418103"
"1554","cds-hrp","2","120","118",NA,NA,NA,"0.372279334470142","-35.6851896013185"
"1555","2","120","119","47.9324214697865","-89.864842939573","0.22763036833635","527.17043370367","467.686189950678","2"
"1556","cds-hnc","2","120","119",NA,NA,NA,"0.459857053511774","-71.1312531658688"
"1557","cds-hrp","2","120","119",NA,NA,NA,"0.258624384426136","-92.2148701630353"
"1558","2","120","120","32.1942822067399","-58.3885644134798","0.331793628060866","361.670598381674","467.686189950678","2"
"1559","cds-hnc","2","120","120",NA,NA,NA,"0.558102867639678","-37.948089620257"
"1560","cds-hrp","2","120","120",NA,NA,NA,"0.299579384261294","-57.1260884076986"
"1561","2","120","121","40.0738120079405","-74.1476240158809","0.345350735949785","347.472837056437","467.686189950678","2"
"1562","cds-hnc","2","120","121",NA,NA,NA,"0.501880725610529","-54.9752305737287"
"1563","cds-hrp","2","120","121",NA,NA,NA,"0.313447729494389","-74.9046555519533"
"1564","2","120","122","23.0010430932146","-40.0020861864292","0.375309318349618","319.736265882465","467.686189950678","2"
"1565","cds-hnc","2","120","122",NA,NA,NA,"0.621551950582543","-23.8322652120712"
"1566","cds-hrp","2","120","122",NA,NA,NA,NA,NA
"1567","2","120","123","34.3162048088761","-62.6324096177522","0.172704076054679","694.830155380972","467.686189950678","2"
"1568","cds-hnc","2","120","123",NA,NA,NA,"0.507659701435947","-52.9971709487728"
"1569","cds-hrp","2","120","123",NA,NA,NA,"0.269235998645202","-60.797172276015"
"1570","2","120","124","31.8721848445915","-57.744369689183","0.222435140027264","539.48310498643","467.686189950678","2"
"1571","cds-hnc","2","120","124",NA,NA,NA,"0.566210927523215","-32.016916190767"
"1572","cds-hrp","2","120","124",NA,NA,NA,"0.298745006855991","-53.2976734621969"
"1573","2","120","125","23.4001149199615","-40.8002298399229","0.262130377418187","457.787461269929","467.686189950678","2"
"1574","cds-hnc","2","120","125",NA,NA,NA,"0.585072237446806","-31.3626840823748"
"1575","cds-hrp","2","120","125",NA,NA,NA,"0.330096825173682","-41.2741585749422"
"1576","2","120","126","47.8460379282241","-89.6920758564482","0.30351076037714","395.373132243776","467.686189950678","2"
"1577","cds-hnc","2","120","126",NA,NA,NA,"0.466745735577339","-68.2593584974648"
"1578","cds-hrp","2","120","126",NA,NA,NA,"0.269039262295855","-90.1191198513646"
"1579","2","120","127","33.8908527205645","-61.7817054411291","0.350581655303452","342.288303408608","467.686189950678","2"
"1580","cds-hnc","2","120","127",NA,NA,NA,"0.53210332978451","-45.2273309281601"
"1581","cds-hrp","2","120","127",NA,NA,NA,"0.304597803370807","-63.9781138218643"
"1582","2","120","128","28.2993615265072","-50.5987230530145","0.217791401153541","550.985940511954","467.686189950678","2"
"1583","cds-hnc","2","120","128",NA,NA,NA,"0.576096792731108","-31.4211199131196"
"1584","cds-hrp","2","120","128",NA,NA,NA,"0.312729944461085","-46.805060996209"
"1585","2","120","129","43.4364916223244","-80.8729832446488","0.331077918602381","362.452441729036","467.686189950678","2"
"1586","cds-hnc","2","120","129",NA,NA,NA,"0.485583404240617","-60.8614582104515"
"1587","cds-hrp","2","120","129",NA,NA,NA,"0.275264248467073","-83.8214908321071"
"1588","2","120","130","28.7585707602572","-51.5171415205144","0.325578997115362","368.574143489608","467.686189950678","2"
"1589","cds-hnc","2","120","130",NA,NA,NA,"0.547538698162264","-40.7897650264184"
"1590","cds-hrp","2","120","130",NA,NA,NA,"0.326651777698851","-53.4544074220536"
"1591","2","120","131","43.1533454968505","-80.306690993701","0.333637855418859","359.671416330585","467.686189950678","2"
"1592","cds-hnc","2","120","131",NA,NA,NA,"0.483734754523457","-61.5586814582851"
"1593","cds-hrp","2","120","131",NA,NA,NA,"0.278171373730205","-78.8669566811986"
"1594","2","120","132","36.6001489737112","-67.2002979474224","0.271560191358811","441.89098335641","467.686189950678","2"
"1595","cds-hnc","2","120","132",NA,NA,NA,"0.506126064583614","-53.5166790178044"
"1596","cds-hrp","2","120","132",NA,NA,NA,"0.257232027658851","-68.1929056462232"
"1597","2","120","133","29.729056794748","-53.4581135894959","0.396582669256273","302.585083269122","467.686189950678","2"
"1598","cds-hnc","2","120","133",NA,NA,NA,"0.536660176904113","-43.8809796934915"
"1599","cds-hrp","2","120","133",NA,NA,NA,"0.325257982085191","-54.4877204657991"
"1600","2","120","134","21.7498123011","-37.4996246022001","0.313286307447169","383.036210480524","467.686189950678","2"
"1601","cds-hnc","2","120","134",NA,NA,NA,"0.599333285011198","-28.2414534266713"
"1602","cds-hrp","2","120","134",NA,NA,NA,NA,NA
"1603","2","120","135","37.4129003381342","-68.8258006762685","0.34730263161815","345.519984806614","467.686189950678","2"
"1604","cds-hnc","2","120","135",NA,NA,NA,"0.493800166044761","-57.8359807848252"
"1605","cds-hrp","2","120","135",NA,NA,NA,"0.312572000745712","-68.45796753815"
"1606","2","120","136","29.9798852664038","-53.9597705328077","0.361749233138668","331.721504863566","467.686189950678","2"
"1607","cds-hnc","2","120","136",NA,NA,NA,"0.563009230951808","-36.6800492325926"
"1608","cds-hrp","2","120","136",NA,NA,NA,"0.350550266563467","-52.0538018991909"
"1609","2","120","137","38.9099085417155","-71.8198170834309","0.259740193300457","462.000118176507","467.686189950678","2"
"1610","cds-hnc","2","120","137",NA,NA,NA,"0.474120961081541","-65.2846942845122"
"1611","cds-hrp","2","120","137",NA,NA,NA,NA,NA
"1612","2","120","138","48.9250753181808","-91.8501506363615","0.281281161595893","426.619398608713","467.686189950678","2"
"1613","cds-hnc","2","120","138",NA,NA,NA,"0.452658948260271","-74.2308502550286"
"1614","cds-hrp","2","120","138",NA,NA,NA,"0.238156841245641","-94.0177952059604"
"1615","2","120","139","25.0550341403374","-44.1100682806748","0.392214815179339","305.954786397169","467.686189950678","2"
"1616","cds-hnc","2","120","139",NA,NA,NA,"0.559148792375311","-37.6750414534502"
"1617","cds-hrp","2","120","139",NA,NA,NA,"0.351202781275553","-46.4907695837239"
"1618","2","120","140","31.593266611128","-57.1865332222561","0.362430263296696","331.098178470169","467.686189950678","2"
"1619","cds-hnc","2","120","140",NA,NA,NA,"0.525153982623613","-47.3409859459455"
"1620","cds-hrp","2","120","140",NA,NA,NA,"0.319453216655704","-60.2044555105182"
"1621","2","120","141","35.9466130492221","-65.8932260984442","0.345752339568337","347.069235018964","467.686189950678","2"
"1622","cds-hnc","2","120","141",NA,NA,NA,"0.482739675940211","-61.9365252505627"
"1623","cds-hrp","2","120","141",NA,NA,NA,"0.351186053121515","-67.7950497195795"
"1624","2","120","142","34.0867574404142","-62.1735148808284","0.329171230971696","364.55190705994","467.686189950678","2"
"1625","cds-hnc","2","120","142",NA,NA,NA,"0.532113850562617","-45.2241864836242"
"1626","cds-hrp","2","120","142",NA,NA,NA,"0.29431420532701","-64.3351958683436"
"1627","2","120","143","56.7376569493979","-107.475313898796","0.181726148021522","660.334251875454","467.686189950678","2"
"1628","cds-hnc","2","120","143",NA,NA,NA,"0.420894950911619","-89.1652495498441"
"1629","cds-hrp","2","120","143",NA,NA,NA,"0.19754340177429","-105.829280774278"
"1630","2","120","144","37.035955303922","-68.071910607844","0.34754833580428","345.275714591761","467.686189950678","2"
"1631","cds-hnc","2","120","144",NA,NA,NA,"0.518754416675396","-49.3534271972035"
"1632","cds-hrp","2","120","144",NA,NA,NA,"0.338800852235404","-66.8944364415175"
"1633","2","120","145","47.3521052524935","-88.704210504987","0.195925620949079","612.47732388807","467.686189950678","2"
"1634","cds-hnc","2","120","145",NA,NA,NA,"0.484229143090853","-59.3120255345766"
"1635","cds-hrp","2","120","145",NA,NA,NA,"0.185038714990968","-89.3422502513043"
"1636","2","120","146","30.0033588234195","-54.006717646839","0.259175894286859","463.006022725179","467.686189950678","2"
"1637","cds-hnc","2","120","146",NA,NA,NA,"0.583644848632628","-28.732302223097"
"1638","cds-hrp","2","120","146",NA,NA,NA,"0.221377682179542","-51.7007515573683"
"1639","2","120","147","38.3099805107609","-70.6199610215219","0.261783493905404","458.394065301008","467.686189950678","2"
"1640","cds-hnc","2","120","147",NA,NA,NA,"0.521085695869113","-48.6128846579101"
"1641","cds-hrp","2","120","147",NA,NA,NA,"0.234312172968633","-72.4579249206317"
"1642","2","120","148","39.541064331051","-73.0821286621019","0.362103239893164","331.397200520507","467.686189950678","2"
"1643","cds-hnc","2","120","148",NA,NA,NA,"0.482507256162093","-62.0250354091107"
"1644","cds-hrp","2","120","148",NA,NA,NA,"0.376724616265715","-72.7007105850123"
"1645","2","120","149","38.6664618513504","-67.3329237027007","0.167150010840703","717.917991129312","467.686189950678","3"
"1646","cds-hnc","2","120","149",NA,NA,NA,"0.522499652315858","-46.150137206907"
"1647","cds-hrp","2","120","149",NA,NA,NA,"0.240378270769848","-67.4493018802375"
"1648","2","120","150","30.0614097028342","-54.1228194056684","0.428949093239923","279.753476324242","467.686189950678","2"
"1649","cds-hnc","2","120","150",NA,NA,NA,"0.511369853018726","-51.7564338547917"
"1650","cds-hrp","2","120","150",NA,NA,NA,"0.441009994242573","-54.7762090047001"
"1651","2","120","151","161.740686576795","-313.481373153591","0.259800657578814","461.89259533955","467.686189950678","3"
"1652","cds-hnc","2","120","151",NA,NA,NA,"0.521298008235121","-48.5458682124924"
"1653","cds-hrp","2","120","151",NA,NA,NA,"0.333281260089282","-50.5828824152702"
"1654","2","120","152","26.7658409024155","-47.531681804831","0.286008526457747","419.567911090679","467.686189950678","2"
"1655","cds-hnc","2","120","152",NA,NA,NA,"0.541224167730995","-42.5632458506435"
"1656","cds-hrp","2","120","152",NA,NA,NA,"0.325234151062241","-49.1498560605859"
"1657","2","120","153","24.3248677464923","-42.6497354929845","0.372398358730486","322.235577001689","467.686189950678","2"
"1658","cds-hnc","2","120","153",NA,NA,NA,"0.567625545237528","-35.5161042193933"
"1659","cds-hrp","2","120","153",NA,NA,NA,"0.351196684438335","-44.8222187107198"
"1660","2","120","154","37.3896369054341","-68.7792738108682","0.337490469797793","355.565595887487","467.686189950678","2"
"1661","cds-hnc","2","120","154",NA,NA,NA,"0.495723634256758","-57.1448374103105"
"1662","cds-hrp","2","120","154",NA,NA,NA,"0.262218032072425","-71.1975418185163"
"1663","2","120","155","27.5188231232948","-49.0376462465896","0.1714711743205","699.826081412994","467.686189950678","2"
"1664","cds-hnc","2","120","155",NA,NA,NA,"0.581045033121147","-30.2461935835755"
"1665","cds-hrp","2","120","155",NA,NA,NA,"0.324159001186384","-46.3770391818752"
"1666","2","120","156","46.5918682608731","-87.1837365217462","0.230455922643354","520.706947443951","467.686189950678","2"
"1667","cds-hnc","2","120","156",NA,NA,NA,"0.461040814140071","-68.5570832507099"
"1668","cds-hrp","2","120","156",NA,NA,NA,"0.239852097951886","-85.8924059372094"
"1669","2","120","157","50.0368020748534","-94.0736041497068","0.17752195456389","675.972728527008","467.686189950678","2"
"1670","cds-hnc","2","120","157",NA,NA,NA,NA,NA
"1671","cds-hrp","2","120","157",NA,NA,NA,"0.237225233649219","-91.5625579000219"
"1672","2","120","158","32.2973082241759","-58.5946164483517","0.223781963354798","536.236246215001","467.686189950678","2"
"1673","cds-hnc","2","120","158",NA,NA,NA,"0.536302442634693","-43.9855598192205"
"1674","cds-hrp","2","120","158",NA,NA,NA,"0.285674933294713","-58.2514026716975"
"1675","2","120","159","46.0868039626315","-86.173607925263","0.29441047174505","407.594197613718","467.686189950678","2"
"1676","cds-hnc","2","120","159",NA,NA,NA,"0.472513449036952","-65.9243481609492"
"1677","cds-hrp","2","120","159",NA,NA,NA,"0.274144537785376","-87.7921965310555"
"1678","2","120","160","45.97048009637","-85.94096019274","0.224125816357858","535.413554538483","467.686189950678","2"
"1679","cds-hnc","2","120","160",NA,NA,NA,NA,NA
"1680","cds-hrp","2","120","160",NA,NA,NA,NA,NA
"1681","2","120","161","52.9336849521338","-99.8673699042677","0.283405545083868","423.421496444216","467.686189950678","2"
"1682","cds-hnc","2","120","161",NA,NA,NA,"0.465089424662242","-60.7840122476724"
"1683","cds-hrp","2","120","161",NA,NA,NA,NA,NA
"1684","2","120","162","26.9675859134478","-47.9351718268956","0.246130993542442","487.545263084908","467.686189950678","2"
"1685","cds-hnc","2","120","162",NA,NA,NA,"0.585190240765395","-31.3358725170102"
"1686","cds-hrp","2","120","162",NA,NA,NA,NA,NA
"1687","2","120","163","42.0303229464478","-78.0606458928956","0.259404565524842","462.597872004332","467.686189950678","2"
"1688","cds-hnc","2","120","163",NA,NA,NA,"0.511826923393374","-49.5730623181111"
"1689","cds-hrp","2","120","163",NA,NA,NA,"0.259040725177221","-75.7748976145471"
"1690","2","120","164","42.106010031564","-74.212020063128","0.245840320484497","488.121719673594","467.686189950678","3"
"1691","cds-hnc","2","120","164",NA,NA,NA,"0.486981492046106","-60.3382308228123"
"1692","cds-hrp","2","120","164",NA,NA,NA,"0.267671166080357","-78.364778977127"
"1693","2","120","165","30.7683054727328","-55.5366109454655","0.199415756733644","601.757864902731","467.686189950678","2"
"1694","cds-hnc","2","120","165",NA,NA,NA,"0.576288316154924","-31.3630194624564"
"1695","cds-hrp","2","120","165",NA,NA,NA,"0.200560037281563","-56.6751685531443"
"1696","2","120","166","26.0556661017073","-46.1113322034145","0.413003431990381","290.554486246484","467.686189950678","2"
"1697","cds-hnc","2","120","166",NA,NA,NA,"0.547263337899796","-40.865964056049"
"1698","cds-hrp","2","120","166",NA,NA,NA,"0.384161734812214","-48.5093994165845"
"1699","2","120","167","31.9938169616168","-57.9876339232336","0.231744643610059","517.811320817045","467.686189950678","2"
"1700","cds-hnc","2","120","167",NA,NA,NA,"0.5461328591782","-38.7482405194046"
"1701","cds-hrp","2","120","167",NA,NA,NA,"0.139993239546446","-54.5405068961314"
"1702","2","120","168","31.5475396499822","-57.0950792999644","0.340789172325042","352.123863505689","467.686189950678","2"
"1703","cds-hnc","2","120","168",NA,NA,NA,"0.514797709440695","-50.6300649276319"
"1704","cds-hrp","2","120","168",NA,NA,NA,"0.353136460139888","-59.2943183023384"
"1705","2","120","169","20.9248706890181","-35.8497413780362","0.397510236900752","301.879018099252","467.686189950678","2"
"1706","cds-hnc","2","120","169",NA,NA,NA,"0.62892359534005","-22.4838102884744"
"1707","cds-hrp","2","120","169",NA,NA,NA,"0.35429422822572","-36.3407675707672"
"1708","2","120","170","21.820878250041","-37.6417565000819","0.422256913116402","284.187176745926","467.686189950678","2"
"1709","cds-hnc","2","120","170",NA,NA,NA,"0.602167040765924","-27.6491335963237"
"1710","cds-hrp","2","120","170",NA,NA,NA,"0.340456410882754","-40.6273527839916"
"1711","2","120","171","42.8603594522892","-79.7207189045784","0.245055073690549","489.685841606095","467.686189950678","2"
"1712","cds-hnc","2","120","171",NA,NA,NA,"0.472485044014923","-65.9357307529354"
"1713","cds-hrp","2","120","171",NA,NA,NA,"0.248091747759061","-79.9011724921844"
"1714","2","120","172","35.32940738932","-64.65881477864","0.250941496751762","478.199108371093","467.686189950678","2"
"1715","cds-hnc","2","120","172",NA,NA,NA,"0.507210553356771","-53.1489129941638"
"1716","cds-hrp","2","120","172",NA,NA,NA,"0.269073104272584","-64.6357525495446"
"1717","2","120","173","15.9868155782188","-25.9736311564376","0.391713054017697","306.346696310454","467.686189950678","2"
"1718","cds-hnc","2","120","173",NA,NA,NA,"0.688752139080117","-11.3791984694356"
"1719","cds-hrp","2","120","173",NA,NA,NA,NA,NA
"1720","2","120","174","31.075933033034","-56.1518660660681","0.274561400974387","437.060706909761","467.686189950678","2"
"1721","cds-hnc","2","120","174",NA,NA,NA,"0.516216819953918","-50.1693072309488"
"1722","cds-hrp","2","120","174",NA,NA,NA,"0.299337593267152","-57.7944732795756"
"1723","2","120","175","45.4106805041812","-84.8213610083624","0.290908235216667","412.501213348686","467.686189950678","2"
"1724","cds-hnc","2","120","175",NA,NA,NA,NA,NA
"1725","cds-hrp","2","120","175",NA,NA,NA,"0.244832897432376","-84.0529340530454"
"1726","2","120","176","45.7998020429374","-85.5996040858748","0.233440968150285","514.04858774723","467.686189950678","2"
"1727","cds-hnc","2","120","176",NA,NA,NA,"0.47896553769183","-63.3859319785367"
"1728","cds-hrp","2","120","176",NA,NA,NA,"0.239458801592677","-85.5845479062711"
"1729","2","120","177","36.7174166967106","-67.4348333934213","0.362467677291808","331.064002441776","467.686189950678","2"
"1730","cds-hnc","2","120","177",NA,NA,NA,"0.494128909684582","-57.7173688680146"
"1731","cds-hrp","2","120","177",NA,NA,NA,"0.317820051755442","-70.0506577724171"
"1732","2","120","178","35.6122453733155","-65.2244907466309","0.315950239776962","379.806643238224","467.686189950678","2"
"1733","cds-hnc","2","120","178",NA,NA,NA,"0.517787854587686","-49.6629834935597"
"1734","cds-hrp","2","120","178",NA,NA,NA,"0.28681527820632","-67.8355964418645"
"1735","2","120","179","27.3859963941996","-48.7719927883993","0.406052990348067","295.527930719428","467.686189950678","2"
"1736","cds-hnc","2","120","179",NA,NA,NA,"0.533968430918136","-44.6725448047961"
"1737","cds-hrp","2","120","179",NA,NA,NA,"0.444563258852599","-49.9610124292039"
"1738","2","120","180","21.5991109086305","-37.198221817261","0.292788794730777","409.851750338811","467.686189950678","2"
"1739","cds-hnc","2","120","180",NA,NA,NA,"0.628803070939253","-22.5054333496525"
"1740","cds-hrp","2","120","180",NA,NA,NA,"0.341819838656718","-36.2811544312402"
"1741","2","120","181","49.977241467814","-93.9544829356279","0.212456299482077","564.82203772039","467.686189950678","2"
"1742","cds-hnc","2","120","181",NA,NA,NA,NA,NA
"1743","cds-hrp","2","120","181",NA,NA,NA,"0.243018161922026","-90.963826454044"
"1744","2","120","182","29.2850287760531","-52.5700575521062","0.342972156049747","349.882630071563","467.686189950678","2"
"1745","cds-hnc","2","120","182",NA,NA,NA,"0.548781253740713","-40.4474703612635"
"1746","cds-hrp","2","120","182",NA,NA,NA,"0.335807615850299","-54.5568365457585"
"1747","2","120","183","57.0051648264859","-108.010329652972","0.272497309078088","440.37132111867","467.686189950678","2"
"1748","cds-hnc","2","120","183",NA,NA,NA,"0.414271336273251","-92.5477501380459"
"1749","cds-hrp","2","120","183",NA,NA,NA,"0.281192342508013","-108.315713168021"
"1750","2","120","184","33.7091574700806","-61.4183149401612","0.361459419028865","331.987475447188","467.686189950678","2"
"1751","cds-hnc","2","120","184",NA,NA,NA,"0.505669594730474","-53.6720597027077"
"1752","cds-hrp","2","120","184",NA,NA,NA,"0.305149113234393","-64.5562633827851"
"1753","2","120","185","34.9434236523235","-63.886847304647","0.361599255820706","331.859090051613","467.686189950678","2"
"1754","cds-hnc","2","120","185",NA,NA,NA,"0.513126682727695","-51.1767740484889"
"1755","cds-hrp","2","120","185",NA,NA,NA,"0.301851139662532","-65.9422396718834"
"1756","2","120","186","29.5250228613855","-53.0500457227711","0.154610261046761","776.145122500679","467.686189950678","2"
"1757","cds-hnc","2","120","186",NA,NA,NA,"0.542911887342712","-42.0836421445248"
"1758","cds-hrp","2","120","186",NA,NA,NA,"0.300795641280349","-51.2758811270063"
"1759","2","120","187","33.7978775529808","-61.5957551059617","0.280615495428727","427.631410078273","467.686189950678","2"
"1760","cds-hnc","2","120","187",NA,NA,NA,"0.526302331491843","-46.9866208151449"
"1761","cds-hrp","2","120","187",NA,NA,NA,"0.269183850625082","-63.036075451192"
"1762","2","120","188","39.9434318387515","-73.886863677503","0.281166035735215","426.794081604538","467.686189950678","2"
"1763","cds-hnc","2","120","188",NA,NA,NA,"0.512970014203585","-51.2282618220924"
"1764","cds-hrp","2","120","188",NA,NA,NA,"0.265056844708839","-75.3401321269874"
"1765","2","120","189","34.3668362311099","-62.7336724622199","0.370010901737823","324.314768663297","467.686189950678","2"
"1766","cds-hnc","2","120","189",NA,NA,NA,"0.503584034046432","-54.3864008795929"
"1767","cds-hrp","2","120","189",NA,NA,NA,"0.3414135621024","-63.030584318234"
"1768","2","120","190","32.9979132086228","-59.9958264172457","0.372113217407772","322.482498299706","467.686189950678","2"
"1769","cds-hnc","2","120","190",NA,NA,NA,"0.531131638035694","-45.5184519944455"
"1770","cds-hrp","2","120","190",NA,NA,NA,"0.380442045637985","-58.5534861810839"
"1771","2","120","191","29.8816506588757","-53.7633013177514","0.281285660661385","426.612574981052","467.686189950678","2"
"1772","cds-hnc","2","120","191",NA,NA,NA,"0.571185310581029","-32.5975460978385"
"1773","cds-hrp","2","120","191",NA,NA,NA,"0.215780942891999","-55.0305513286835"
"1774","2","120","192","39.077071016543","-72.154142033086","0.229023645869314","523.963364326472","467.686189950678","2"
"1775","cds-hnc","2","120","192",NA,NA,NA,"0.510296289922242","-52.113128451325"
"1776","cds-hrp","2","120","192",NA,NA,NA,NA,NA
"1777","2","120","193","34.2526993254375","-62.5053986508749","0.351489510995292","341.404213343957","467.686189950678","2"
"1778","cds-hnc","2","120","193",NA,NA,NA,"0.534831282707248","-44.4176319086128"
"1779","cds-hrp","2","120","193",NA,NA,NA,"0.252956466746083","-63.9400186697489"
"1780","2","120","194","31.8924041761482","-53.7848083522964","0.202344733462644","593.047310629183","467.686189950678","3"
"1781","cds-hnc","2","120","194",NA,NA,NA,"0.58072033609539","-30.3343625463286"
"1782","cds-hrp","2","120","194",NA,NA,NA,"0.303051585508003","-53.2550483858141"
