"","","","","","","","1","","",""
"2017","cds-hnc","1","120","4","ll","-12.9036817219459","0.692601639826267","173.259768819059","237.738793061771","mt"
"2018","cds-hrp","1","120","4",NA,NA,NA,NA,NA,NA
"2019","cds-hnc-w","1","120","4","ll","-12.9036817219459","0.692601639826267","173.259768819059","237.738793061771","mt"
"2020","cds-hrp-w","1","120","4",NA,NA,NA,NA,NA,NA
"2021","mmds-MS","1","120","5","10.2662342375684","-18.5324684751369","0.65245013490597","183.922101598299","237.738793061771","1"
"2022","cds-hnc","1","120","5","ll","-18.5324684751368","0.652450131829983","183.922102465403","237.738793061771","mt"
"2023","cds-hnc","1","120","5","ll","-16.5935135841239","0.553928855408328","216.634318339568","237.738793061771","mt"
"2024","cds-hnc-w","1","120","5","ll","-18.5324684751368","0.652450131829983","183.922102465403","237.738793061771","mt"
"2025","cds-hnc-w","1","120","5","ll","-16.5935135841239","0.553928855408328","216.634318339568","237.738793061771","mt"
"2026","mmds-MS","1","120","6","9.76714109711259","-17.5342821942252","0.658923057396379","182.115345112006","237.738793061771","1"
"2027","cds-hnc","1","120","6","ll","-17.5342821942251","0.658923058921441","182.115344690505","237.738793061771","mt"
"2028","cds-hnc","1","120","6","ll","-16.9485272216708","0.750718917943976","159.846777710956","237.738793061771","mt"
"2029","cds-hnc-w","1","120","6","ll","-17.5342821942251","0.658923058921441","182.115344690505","237.738793061771","mt"
"2030","cds-hnc-w","1","120","6","ll","-16.9485272216708","0.750718917943976","159.846777710956","237.738793061771","mt"
"2031","mmds-MS","1","120","7","13.5345420267779","-25.0690840535559","0.615043571003547","195.108128362678","237.738793061771","1"
"2032","cds-hnc","1","120","7","ll","-25.0690840535529","0.615043652516424","195.108102504636","237.738793061771","mt"
"2033","cds-hnc","1","120","7","ll","-25.5994985229944","0.483118311154961","248.386362572603","237.738793061771","mt"
"2034","cds-hnc-w","1","120","7","ll","-25.0690840535529","0.615043652516424","195.108102504636","237.738793061771","mt"
"2035","cds-hnc-w","1","120","7","ll","-25.5994985229944","0.483118311154961","248.386362572603","237.738793061771","mt"
"2036","mmds-MS","1","120","8","14.1844750605933","-22.3689501211866","0.520976190626812","230.336821833685","237.738793061771","2"
"2037","cds-hnc","1","120","8","ll","-21.1245811319417","0.636671786995631","188.480159559549","237.738793061771","mt"
"2038","cds-hnc","1","120","8","ll","-23.5399800443678","0.533603740040762","224.885979979888","237.738793061771","mt"
"2039","cds-hnc-w","1","120","8","ll","-21.1245811319417","0.636671786995631","188.480159559549","237.738793061771","mt"
"2040","cds-hnc-w","1","120","8","ll","-23.5399800443678","0.533603740040762","224.885979979888","237.738793061771","mt"
"2041","mmds-MS","1","120","9","13.1570866297349","-20.3141732594697","0.388959082028981","308.515742514681","237.738793061771","2"
"2042","cds-hnc","1","120","9","ll","-13.8279683667716","0.68532586863235","175.099183457753","237.738793061771","mt"
"2043","cds-hnc","1","120","9","ll","-18.9646738655179","0.464979048377296","258.076144331193","237.738793061771","mt"
"2044","cds-hnc-w","1","120","9","ll","-13.8279683667716","0.68532586863235","175.099183457753","237.738793061771","mt"
"2045","cds-hnc-w","1","120","9","ll","-18.9646738655179","0.464979048377296","258.076144331193","237.738793061771","mt"
"2046","mmds-MS","1","120","10","4.5187713775392","-7.0375427550784","0.748363587707783","160.349864652764","237.738793061771","1"
"2047","cds-hnc","1","120","10","ll","-7.03754275507839","0.748363586979781","160.349864808751","237.738793061771","mt"
"2048","cds-hrp","1","120","10",NA,NA,NA,NA,NA,NA
"2049","cds-hnc-w","1","120","10","ll","-7.03754275507839","0.748363586979781","160.349864808751","237.738793061771","mt"
"2050","cds-hrp-w","1","120","10",NA,NA,NA,NA,NA,NA
"2051","mmds-MS","1","120","11","8.99024624246888","-15.9804924849378","0.669502919746269","179.237455820922","237.738793061771","1"
"2052","cds-hnc","1","120","11","ll","-15.9804924849356","0.669502845015622","179.237475827604","237.738793061771","mt"
"2053","cds-hnc","1","120","11","ll","-13.9757051312081","0.736105182902273","163.020180793825","237.738793061771","mt"
"2054","cds-hnc-w","1","120","11","ll","-15.9804924849356","0.669502845015622","179.237475827604","237.738793061771","mt"
"2055","cds-hnc-w","1","120","11","ll","-13.9757051312081","0.736105182902273","163.020180793825","237.738793061771","mt"
"2056","mmds-MS","1","120","12","9.85880099266071","-17.7176019853214","0.657716217004131","182.449507701961","237.738793061771","1"
"2057","cds-hnc","1","120","12","ll","-17.7176019853214","0.657716215989527","182.449507983411","237.738793061771","mt"
"2058","cds-hnc","1","120","12","ll","-17.928765148594","0.774728620959466","154.892947999501","237.738793061771","mt"
"2059","cds-hnc-w","1","120","12","ll","-17.7176019853214","0.657716215989527","182.449507983411","237.738793061771","mt"
"2060","cds-hnc-w","1","120","12","ll","-17.928765148594","0.774728620959466","154.892947999501","237.738793061771","mt"
"2061","mmds-MS","1","120","13","12.6850884648614","-23.3701769297227","0.624044465303154","192.293989726686","237.738793061771","1"
"2062","cds-hnc","1","120","13","ll","-23.3701769297198","0.62404454977426","192.293963697637","237.738793061771","mt"
"2063","cds-hnc","1","120","13","ll","-21.1594811114353","0.666666820080667","179.999958578229","237.738793061771","mt"
"2064","cds-hnc-w","1","120","13","ll","-23.3701769297198","0.62404454977426","192.293963697637","237.738793061771","mt"
"2065","cds-hnc-w","1","120","13","ll","-21.1473074501566","0.666647401490193","180.005201747967","237.738793061771","mt"
"2066","mmds-MS","1","120","14","9.10797078865188","-16.2159415773038","0.667857614835145","179.679017404961","237.738793061771","1"
"2067","cds-hnc","1","120","14","ll","-16.2159415773017","0.667857686537801","179.678998114231","237.738793061771","mt"
"2068","cds-hnc","1","120","14","ll","-17.1064110611451","0.566223437585174","211.930471320253","237.738793061771","mt"
"2069","cds-hnc-w","1","120","14","ll","-16.2159415773017","0.667857686537801","179.678998114231","237.738793061771","mt"
"2070","cds-hnc-w","1","120","14","ll","-17.1064110611451","0.566223437585174","211.930471320253","237.738793061771","mt"
"2071","mmds-MS","1","120","15","12.2953980763126","-22.5907961526253","0.628327647118365","190.98316069704","237.738793061771","1"
"2072","cds-hnc","1","120","15","ll","-22.5907961526252","0.628327646969253","190.983160742364","237.738793061771","mt"
"2073","cds-hnc","1","120","15","ll","-24.468292363896","0.462928048937915","259.219548859295","237.738793061771","mt"
"2074","cds-hnc-w","1","120","15","ll","-22.5907961526252","0.628327646969253","190.983160742364","237.738793061771","mt"
"2075","cds-hnc-w","1","120","15","ll","-24.468292363896","0.462928048937915","259.219548859295","237.738793061771","mt"
"2076","mmds-MS","1","120","16","10.0548492575231","-14.1096985150462","0.576154258601751","208.277554506364","237.738793061771","2"
"2077","cds-hnc","1","120","16","ll","-13.2737611466601","0.689650533533767","174.001170397303","237.738793061771","mt"
"2078","cds-hnc","1","120","16","ll","-14.9094013383384","0.589693580896483","203.495516803099","237.738793061771","mt"
"2079","cds-hnc-w","1","120","16","ll","-13.2737611466601","0.689650533533767","174.001170397303","237.738793061771","mt"
"2080","cds-hnc-w","1","120","16","ll","-14.9094013383384","0.589693580896483","203.495516803099","237.738793061771","mt"
"2081","mmds-MS","1","120","17","14.7973266773254","-27.5946533546508","0.60242986837561","199.193310789134","237.738793061771","1"
"2082","cds-hnc","1","120","17","ll","-27.5946533546475","0.60242978391166","199.193338717126","237.738793061771","mt"
"2083","cds-hnc","1","120","17","ll","-28.3270209693004","0.544180874142852","220.514916458639","237.738793061771","mt"
"2084","cds-hnc-w","1","120","17","ll","-27.5946533546475","0.60242978391166","199.193338717126","237.738793061771","mt"
"2085","cds-hnc-w","1","120","17","ll","-28.3270209693004","0.544180874142852","220.514916458639","237.738793061771","mt"
"2086","mmds-MS","1","120","18","8.33130240797084","-14.6626048159417","0.679015128296531","176.726548495389","237.738793061771","1"
"2087","cds-hnc","1","120","18","ll","-14.6626048159416","0.679015126880733","176.726548863878","237.738793061771","mt"
"2088","cds-hnc","1","120","18","ll","-14.5216893535136","0.629827991261577","190.528210344596","237.738793061771","mt"
"2089","cds-hnc-w","1","120","18","ll","-14.6626048159416","0.679015126880733","176.726548863878","237.738793061771","mt"
"2090","cds-hnc-w","1","120","18","ll","-14.5216893535136","0.629827991261577","190.528210344596","237.738793061771","mt"
"2091","mmds-MS","1","120","19","14.8089456428144","-27.6178912856289","0.602317717565891","199.230400335804","237.738793061771","1"
"2092","cds-hnc","1","120","19","ll","-27.6178912856288","0.602317716452524","199.230400704075","237.738793061771","mt"
"2093","cds-hnc","1","120","19","ll","-28.2133485767905","0.519038581382284","231.196686150807","237.738793061771","mt"
"2094","cds-hnc-w","1","120","19","ll","-27.6178912856288","0.602317716452524","199.230400704075","237.738793061771","mt"
"2095","cds-hnc-w","1","120","19","ll","-28.2133485767905","0.519038581382284","231.196686150807","237.738793061771","mt"
"2096","mmds-MS","1","120","20","4.47704360635814","-6.95408721271627","0.749318829051024","160.145448569569","237.738793061771","1"
"2097","cds-hnc","1","120","20","ll","-6.95408721271508","0.749318767599845","160.145461703","237.738793061771","mt"
"2098","cds-hrp","1","120","20",NA,NA,NA,NA,NA,NA
"2099","cds-hnc-w","1","120","20","ll","-6.95408721271508","0.749318767599845","160.145461703","237.738793061771","mt"
"2100","cds-hrp-w","1","120","20",NA,NA,NA,NA,NA,NA
"2101","mmds-MS","1","120","21","14.9607595198721","-23.9215190397442","0.454210469978968","264.194702525366","237.738793061771","2"
"2102","cds-hnc","1","120","21","ll","-23.2218119148419","0.624852058115934","192.045458507133","237.738793061771","mt"
"2103","cds-hnc","1","120","21","ll","-24.717256540928","0.503095931920106","238.523097457796","237.738793061771","mt"
"2104","cds-hnc-w","1","120","21","ll","-23.2218119148419","0.624852058115934","192.045458507133","237.738793061771","mt"
"2105","cds-hnc-w","1","120","21","ll","-24.717256540928","0.503095931920106","238.523097457796","237.738793061771","mt"
"2106","mmds-MS","1","120","22","7.16487007815457","-12.3297401563091","0.697284161679391","172.096265188332","237.738793061771","1"
"2107","cds-hnc","1","120","22","ll","-12.3297401563091","0.697284161995738","172.096265110254","237.738793061771","mt"
"2108","cds-hrp","1","120","22",NA,NA,NA,NA,NA,NA
"2109","cds-hnc-w","1","120","22","ll","-12.3297401563091","0.697284161995738","172.096265110254","237.738793061771","mt"
"2110","cds-hnc-w","1","120","22","ll","-11.96880458956","0.58749557581928","204.256857309362","237.738793061771","mt"
"2111","mmds-MS","1","120","23","9.35669596664749","-16.713391933295","0.664432090026257","180.605364793952","237.738793061771","1"
"2112","cds-hnc","1","120","23","ll","-16.713391933295","0.664432088994173","180.605365074492","237.738793061771","mt"
"2113","cds-hnc","1","120","23","ll","-14.2760011670714","0.615487973335731","194.967253949158","237.738793061771","mt"
"2114","cds-hnc-w","1","120","23","ll","-16.713391933295","0.664432088994173","180.605365074492","237.738793061771","mt"
"2115","cds-hnc-w","1","120","23","ll","-14.2760011670714","0.615487973335731","194.967253949158","237.738793061771","mt"
"2116","mmds-MS","1","120","24","8.00282319737817","-10.0056463947563","0.474596323365895","252.846459384568","237.738793061771","2"
"2117","cds-hnc","1","120","24","ll","-8.11611554452902","0.736527144511744","162.926785379444","237.738793061771","mt"
"2118","cds-hrp","1","120","24",NA,NA,NA,NA,NA,NA
"2119","cds-hnc-w","1","120","24","ll","-8.11611554452902","0.736527144511744","162.926785379444","237.738793061771","mt"
"2120","cds-hrp-w","1","120","24",NA,NA,NA,NA,NA,NA
"2121","mmds-MS","1","120","25","11.3859073908687","-20.7718147817374","0.638738603838041","187.870279452261","237.738793061771","1"
"2122","cds-hnc","1","120","25","ll","-20.7718147817374","0.638738602678966","187.870279793177","237.738793061771","mt"
"2123","cds-hnc","1","120","25","ll","-18.4692741372438","0.620318755918403","193.44893065878","237.738793061771","mt"
"2124","cds-hnc-w","1","120","25","ll","-20.7718147817374","0.638738602678966","187.870279793177","237.738793061771","mt"
"2125","cds-hnc-w","1","120","25","ll","-18.4692741372438","0.620318755918403","193.44893065878","237.738793061771","mt"
"2126","mmds-MS","1","120","26","6.49664437405825","-6.99328874811651","0.162997939163223","736.205626991604","237.738793061771","2"
"2127","cds-hnc","1","120","26","ll","-6.58560427723567","0.753610359213053","159.233479918334","237.738793061771","mt"
"2128","cds-hnc","1","120","26","ll","-5.29762052900229","0.76468680102992","156.926992643757","237.738793061771","mt"
"2129","cds-hnc-w","1","120","26","ll","-6.58560427723567","0.753610359213053","159.233479918334","237.738793061771","mt"
"2130","cds-hnc-w","1","120","26","ll","-5.29762052900229","0.76468680102992","156.926992643757","237.738793061771","mt"
"2131","mmds-MS","1","120","27","12.5704113158435","-23.1408226316871","0.625294429888875","191.909593727432","237.738793061771","1"
"2132","cds-hnc","1","120","27","ll","-23.1408226316869","0.625294427955104","191.909594320927","237.738793061771","mt"
"2133","cds-hnc","1","120","27","ll","-22.2803754027512","0.514135713771278","233.401408977755","237.738793061771","mt"
"2134","cds-hnc-w","1","120","27","ll","-23.1408226316869","0.625294427955104","191.909594320927","237.738793061771","mt"
"2135","cds-hnc-w","1","120","27","ll","-22.2803754027512","0.514135713771278","233.401408977755","237.738793061771","mt"
"2136","mmds-MS","1","120","28","8.64058985216426","-15.2811797043285","0.674484553254087","177.913637044842","237.738793061771","1"
"2137","cds-hnc","1","120","28","ll","-15.2811797043266","0.674484630956749","177.913616548655","237.738793061771","mt"
"2138","cds-hnc","1","120","28","ll","-13.4697886203611","0.641695554276513","187.004568132462","237.738793061771","mt"
"2139","cds-hnc-w","1","120","28","ll","-15.2811797043266","0.674484630956749","177.913616548655","237.738793061771","mt"
"2140","cds-hnc-w","1","120","28","ll","-13.4697886203611","0.641695554276513","187.004568132462","237.738793061771","mt"
"2141","mmds-MS","1","120","29","5.91841294463578","-9.83682588927156","0.719328596581048","166.822229187547","237.738793061771","1"
"2142","cds-hnc","1","120","29","ll","-9.83682588927152","0.719328591994","166.822230251346","237.738793061771","mt"
"2143","cds-hnc","1","120","29","ll","-8.21296948277464","0.695555825549779","172.523894692637","237.738793061771","mt"
"2144","cds-hnc-w","1","120","29","ll","-9.83682588927152","0.719328591994","166.822230251346","237.738793061771","mt"
"2145","cds-hnc-w","1","120","29","ll","-8.21296948277464","0.695555825549779","172.523894692637","237.738793061771","mt"
"2146","mmds-MS","1","120","30","14.9762915667379","-23.9525831334758","0.388292312216223","309.045521182447","237.738793061771","2"
"2147","cds-hnc","1","120","30","ll","-3.00603532591925","0.69067468353897","173.7431570318","237.738793061771","mt"
"2148","cds-hnc","1","120","30","ll","-16.9381532116016","0.441368366901657","271.881740964771","237.738793061771","mt"
"2149","cds-hnc-w","1","120","30",NA,NA,NA,NA,NA,NA
"2150","cds-hrp-w","1","120","30",NA,NA,NA,NA,NA,NA
"2151","mmds-MS","1","120","31","17.5288592358099","-33.0577184716199","0.577757723440666","207.699516824068","237.738793061771","1"
"2152","cds-hnc","1","120","31","ll","-33.0577184716159","0.577757635204947","207.699548544144","237.738793061771","mt"
"2153","cds-hnc","1","120","31","ll","-29.2682063963496","0.542482629983918","221.20523933376","237.738793061771","mt"
"2154","cds-hnc-w","1","120","31","ll","-33.0577184716159","0.577757635204947","207.699548544144","237.738793061771","mt"
"2155","cds-hnc-w","1","120","31","ll","-29.3191697949702","0.525070139930568","228.54089553801","237.738793061771","mt"
"2156","mmds-MS","1","120","32","12.8278974264226","-19.6557948528452","0.501673665856246","239.199320528788","237.738793061771","2"
"2157","cds-hnc","1","120","32","ll","-18.252266043948","0.65424317311708","183.418039241084","237.738793061771","mt"
"2158","cds-hnc","1","120","32","ll","-21.2622222077155","0.492752589821209","243.529922478015","237.738793061771","mt"
"2159","cds-hnc-w","1","120","32","ll","-18.252266043948","0.65424317311708","183.418039241084","237.738793061771","mt"
"2160","cds-hnc-w","1","120","32","ll","-21.2622222077155","0.492752589821209","243.529922478015","237.738793061771","mt"
"2161","mmds-MS","1","120","33","5.39543335881004","-8.79086671762008","0.729557662404897","164.483228925915","237.738793061771","1"
"2162","cds-hnc","1","120","33","ll","-8.79086671762003","0.729557663582553","164.483228660405","237.738793061771","mt"
"2163","cds-hrp","1","120","33",NA,NA,NA,NA,NA,NA
"2164","cds-hnc-w","1","120","33","ll","-8.79086671762003","0.729557663582553","164.483228660405","237.738793061771","mt"
"2165","cds-hrp-w","1","120","33",NA,NA,NA,NA,NA,NA
"2166","mmds-MS","1","120","34","17.8834264469866","-29.7668528939732","0.445990244936746","269.064181027142","237.738793061771","2"
"2167","cds-hnc","1","120","34","ll","-28.0058622843592","0.600455219959832","199.848375051228","237.738793061771","mt"
"2168","cds-hnc","1","120","34","ll","-31.4104120728099","0.484205374419155","247.828723801239","237.738793061771","mt"
"2169","cds-hnc-w","1","120","34","ll","-28.0058622843592","0.600455219959832","199.848375051228","237.738793061771","mt"
"2170","cds-hnc-w","1","120","34","ll","-31.4104120728099","0.484205374419155","247.828723801239","237.738793061771","mt"
"2171","mmds-MS","1","120","35","14.7979629736522","-23.5959259473045","0.0789391791699255","1520.15768673863","237.738793061771","2"
"2172","cds-hnc","1","120","35","ll","-16.6747563561355","0.664695726168523","180.533731865121","237.738793061771","mt"
"2173","cds-hnc","1","120","35","ll","-19.0639168117088","0.524526785560206","228.777639776465","237.738793061771","mt"
"2174","cds-hnc-w","1","120","35","ll","-16.6747563561355","0.664695726168523","180.533731865121","237.738793061771","mt"
"2175","cds-hnc-w","1","120","35","ll","-19.0639168117088","0.524526785560206","228.777639776465","237.738793061771","mt"
"2176","mmds-MS","1","120","36","16.3759055683162","-30.7518111366324","0.587779329539251","204.158251182575","237.738793061771","1"
"2177","cds-hnc","1","120","36","ll","-30.7518111366288","0.587779415999209","204.158221151728","237.738793061771","mt"
"2178","cds-hnc","1","120","36","ll","-27.6779977810889","0.770952751564858","155.651561987978","237.738793061771","mt"
"2179","cds-hnc-w","1","120","36","ll","-30.7518111366288","0.587779415999209","204.158221151728","237.738793061771","mt"
"2180","cds-hnc-w","1","120","36","ll","-28.0956717365711","0.68224724813496","175.889313336244","237.738793061771","mt"
"2181","mmds-MS","1","120","37","15.8993368972103","-29.7986737944206","0.592082591947471","202.67442689929","237.738793061771","1"
"2182","cds-hnc","1","120","37","ll","-29.7986737944205","0.592082593983234","202.674426202433","237.738793061771","mt"
"2183","cds-hnc","1","120","37","ll","-26.8923813045124","0.658583848590931","182.209145056845","237.738793061771","mt"
"2184","cds-hnc-w","1","120","37","ll","-29.7986737944205","0.592082593983234","202.674426202433","237.738793061771","mt"
"2185","cds-hnc-w","1","120","37","ll","-26.8923813045124","0.658583848590931","182.209145056845","237.738793061771","mt"
"2186","mmds-MS","1","120","38","9.30784568336329","-16.6156913667266","0.665099537566437","180.424121837572","237.738793061771","1"
"2187","cds-hnc","1","120","38","ll","-16.6156913667265","0.665099543364243","180.424120264779","237.738793061771","mt"
"2188","cds-hnc","1","120","38","ll","-16.9738134682147","0.625847842019184","191.739895775372","237.738793061771","mt"
"2189","cds-hnc-w","1","120","38","ll","-16.6156913667265","0.665099543364243","180.424120264779","237.738793061771","mt"
"2190","cds-hnc-w","1","120","38","ll","-16.9738134682147","0.625847842019184","191.739895775372","237.738793061771","mt"
"2191","mmds-MS","1","120","39","22.7603233572779","-39.5206467145559","0.295487122841202","406.10906778665","237.738793061771","2"
"2192","cds-hnc","1","120","39","ll","-27.0705987346503","0.604977270874576","198.354559381254","237.738793061771","mt"
"2193","cds-hnc","1","120","39","ll","-37.2894317512151","0.335084580217361","358.118538078234","237.738793061771","mt"
"2194","cds-hnc-w","1","120","39","ll","-27.0705987346503","0.604977270874576","198.354559381254","237.738793061771","mt"
"2195","cds-hnc-w","1","120","39","ll","-37.2894317512151","0.335084580217361","358.118538078234","237.738793061771","mt"
"2196","mmds-MS","1","120","40","5.90528542590239","-9.81057085180477","0.719577475778726","166.764530629778","237.738793061771","1"
"2197","cds-hnc","1","120","40","ll","-9.81057085180472","0.719577476222759","166.764530526872","237.738793061771","mt"
"2198","cds-hnc","1","120","40","ll","-7.86134021046138","0.788544084261422","152.179189971853","237.738793061771","mt"
"2199","cds-hnc-w","1","120","40","ll","-9.81057085180472","0.719577476222759","166.764530526872","237.738793061771","mt"
"2200","cds-hnc-w","1","120","40","ll","-7.86134021046138","0.788544084261422","152.179189971853","237.738793061771","mt"
"2201","mmds-MS","1","120","41","15.6388651538743","-25.2777303077486","0.43884400566104","273.445685601291","237.738793061771","2"
"2202","cds-hnc","1","120","41","ll","-24.1913549844644","0.6196383183499","193.661360904149","237.738793061771","mt"
"2203","cds-hnc","1","120","41","ll","-27.0785867723938","0.455207643010746","263.615960413844","237.738793061771","mt"
"2204","cds-hnc-w","1","120","41","ll","-24.1913549844644","0.6196383183499","193.661360904149","237.738793061771","mt"
"2205","cds-hnc-w","1","120","41","ll","-27.0785867723938","0.455207643010746","263.615960413844","237.738793061771","mt"
"2206","mmds-MS","1","120","42","9.39173183223057","-16.7834636644611","0.663954961813033","180.735150577565","237.738793061771","1"
"2207","cds-hnc","1","120","42","ll","-16.783463664461","0.663954960214683","180.735151012652","237.738793061771","mt"
"2208","cds-hnc","1","120","42","ll","-17.2929632156381","0.577562958946831","207.769556792244","237.738793061771","mt"
"2209","cds-hnc-w","1","120","42","ll","-16.783463664461","0.663954960214683","180.735151012652","237.738793061771","mt"
"2210","cds-hnc-w","1","120","42","ll","-17.2929632156381","0.577562958946831","207.769556792244","237.738793061771","mt"
"2211","mmds-MS","1","120","43","7.67177225540935","-9.3435445108187","0.549164886911785","218.513606495887","237.738793061771","2"
"2212","cds-hnc","1","120","43","ll","-7.92646211070578","0.738543482356746","162.481970075846","237.738793061771","mt"
"2213","cds-hrp","1","120","43",NA,NA,NA,NA,NA,NA
"2214","cds-hnc-w","1","120","43","ll","-7.92646211070578","0.738543482356746","162.481970075846","237.738793061771","mt"
"2215","cds-hrp-w","1","120","43",NA,NA,NA,NA,NA,NA
"2216","mmds-MS","1","120","44","18.1988416420667","-30.3976832841334","0.263251795112457","455.837347467044","237.738793061771","2"
"2217","cds-hnc","1","120","44","ll","-24.7586694103765","0.616655366478016","194.598160533932","237.738793061771","mt"
"2218","cds-hnc","1","120","44","ll","-27.8844587857842","0.412005317758617","291.258376597714","237.738793061771","mt"
"2219","cds-hnc-w","1","120","44","ll","-24.7586694103765","0.616655366478016","194.598160533932","237.738793061771","mt"
"2220","cds-hnc-w","1","120","44","ll","-27.8844587857842","0.412005317758617","291.258376597714","237.738793061771","mt"
"2221","mmds-MS","1","120","45","21.7669889770891","-41.5339779541781","0.544864156412141","220.238381599891","237.738793061771","1"
"2222","cds-hnc","1","120","45","ll","-41.533977954178","0.544864157880743","220.238381006271","237.738793061771","mt"
"2223","cds-hnc","1","120","45","ll","-40.3307930191511","0.521672313678486","230.029458826059","237.738793061771","mt"
"2224","cds-hnc-w","1","120","45","ll","-41.533977954178","0.544864157880743","220.238381006271","237.738793061771","mt"
"2225","cds-hnc-w","1","120","45","ll","-40.3307930191511","0.521672313678486","230.029458826059","237.738793061771","mt"
"2226","mmds-MS","1","120","46","21.4180775438933","-36.8361550877867","0.318397465289608","376.887422426088","237.738793061771","2"
"2227","cds-hnc","1","120","46","ll","-31.7547003827134","0.583355266392675","205.706551244579","237.738793061771","mt"
"2228","cds-hnc","1","120","46","ll","-35.2833682418347","0.376660262433432","318.589487578897","237.738793061771","mt"
"2229","cds-hnc-w","1","120","46","ll","-31.7547003827134","0.583355266392675","205.706551244579","237.738793061771","mt"
"2230","cds-hnc-w","1","120","46","ll","-35.2833682418347","0.376660262433432","318.589487578897","237.738793061771","mt"
"2231","mmds-MS","1","120","47","13.0156114598478","-24.0312229196957","0.620489201874169","193.395790994498","237.738793061771","1"
"2232","cds-hnc","1","120","47","ll","-24.0312229196925","0.620489286930531","193.3957644839","237.738793061771","mt"
"2233","cds-hnc","1","120","47","ll","-22.7996305470856","0.65872481337398","182.170152943475","237.738793061771","mt"
"2234","cds-hnc-w","1","120","47","ll","-24.0312229196925","0.620489286930531","193.3957644839","237.738793061771","mt"
"2235","cds-hnc-w","1","120","47","ll","-22.7996305470856","0.65872481337398","182.170152943475","237.738793061771","mt"
"2236","mmds-MS","1","120","48","5.71451827413059","-9.42903654826118","0.723238653116513","165.920335539185","237.738793061771","1"
"2237","cds-hnc","1","120","48","ll","-9.42903654825995","0.723238733028144","165.920317206421","237.738793061771","mt"
"2238","cds-hnc","1","120","48","ll","-9.78411656237285","0.765320331565498","156.797088814477","237.738793061771","mt"
"2239","cds-hnc-w","1","120","48","ll","-9.42903654825995","0.723238733028144","165.920317206421","237.738793061771","mt"
"2240","cds-hnc-w","1","120","48","ll","-7.8610727287123","0.862102947483474","139.194513080238","237.738793061771","mt"
"2241","mmds-MS","1","120","49","13.6373875753002","-25.2747751506004","0.613983298663098","195.445055690099","237.738793061771","1"
"2242","cds-hnc","1","120","49","ll","-25.2747751505974","0.613983382883183","195.445028880906","237.738793061771","mt"
"2243","cds-hnc","1","120","49","ll","-24.5539768021501","0.598452824494534","200.517058468818","237.738793061771","mt"
"2244","cds-hnc-w","1","120","49","ll","-25.2747751505974","0.613983382883183","195.445028880906","237.738793061771","mt"
"2245","cds-hnc-w","1","120","49","ll","-24.5539768021501","0.598452824494534","200.517058468818","237.738793061771","mt"
"2246","mmds-MS","1","120","50","4.86559446490466","-7.73118892980931","0.740647562106867","162.020380730944","237.738793061771","1"
"2247","cds-hnc","1","120","50","ll","-7.73118892980821","0.740647484541752","162.020397698705","237.738793061771","mt"
"2248","cds-hnc","1","120","50","ll","-5.92993531381987","0.750933901781818","159.801015395981","237.738793061771","mt"
"2249","cds-hnc-w","1","120","50","ll","-7.73118892980821","0.740647484541752","162.020397698705","237.738793061771","mt"
"2250","cds-hnc-w","1","120","50","ll","-5.92993531381987","0.750933901781818","159.801015395981","237.738793061771","mt"
"2251","mmds-MS","1","120","51","16.6221845960674","-27.2443691921348","0.401381272788788","298.967610437434","237.738793061771","2"
"2252","cds-hnc","1","120","51","ll","-25.7643713106712","0.61148397245422","196.243900749147","237.738793061771","mt"
"2253","cds-hnc","1","120","51","ll","-26.9801644712042","0.44161370650452","271.730696381299","237.738793061771","mt"
"2254","cds-hnc-w","1","120","51","ll","-25.7643713106712","0.61148397245422","196.243900749147","237.738793061771","mt"
"2255","cds-hnc-w","1","120","51","ll","-26.9801644712042","0.44161370650452","271.730696381299","237.738793061771","mt"
"2256","mmds-MS","1","120","52","21.2703605465372","-36.5407210930745","0.443048591922066","270.850652023082","237.738793061771","2"
"2257","cds-hnc","1","120","52","ll","-31.29274541774","0.585380205671621","204.994973928647","237.738793061771","mt"
"2258","cds-hnc","1","120","52","ll","-38.4991679454803","0.42064061279665","285.279158382197","237.738793061771","mt"
"2259","cds-hnc-w","1","120","52","ll","-31.29274541774","0.585380205671621","204.994973928647","237.738793061771","mt"
"2260","cds-hnc-w","1","120","52","ll","-38.4991679454803","0.42064061279665","285.279158382197","237.738793061771","mt"
"2261","mmds-MS","1","120","53","10.8565905641474","-19.7131811282949","0.645088748352234","186.02091620187","237.738793061771","1"
"2262","cds-hnc","1","120","53","ll","-19.7131811282948","0.645088747108212","186.020916560602","237.738793061771","mt"
"2263","cds-hnc","1","120","53","ll","-17.1831923670777","0.730057849519588","164.370535949946","237.738793061771","mt"
"2264","cds-hnc-w","1","120","53","ll","-19.7131811282948","0.645088747108212","186.020916560602","237.738793061771","mt"
"2265","cds-hnc-w","1","120","53","ll","-17.1831923670777","0.730057849519588","164.370535949946","237.738793061771","mt"
"2266","mmds-MS","1","120","54","9.99347346505511","-17.9869469301102","0.655958017912222","182.938536801387","237.738793061771","1"
"2267","cds-hnc","1","120","54","ll","-17.9869469301102","0.655958016230327","182.938537270447","237.738793061771","mt"
"2268","cds-hnc","1","120","54","ll","-18.5917306140252","0.532282404965994","225.444235767415","237.738793061771","mt"
