"","","","","","","","1","","",""
"4002","cds-hnc","1","960","1","ll","-140.703114934448","0.670507122045108","1431.75212974907","1901.91034449417","mt"
"4003","cds-hnc","1","960","1","ll","-138.981348403763","0.628292918409446","1527.94973788705","1901.91034449417","mt"
"4004","cds-hnc-w","1","960","1","ll","-140.703114934448","0.670507122045108","1431.75212974907","1901.91034449417","mt"
"4005","cds-hnc-w","1","960","1","ll","-138.981348403302","0.628292311932783","1527.95121278311","1901.91034449417","mt"
"4006","mmds-MS","1","960","2","84.8425803489057","-163.685160697811","0.507589130200123","1891.29345544005","1901.91034449417","2"
"4007","cds-hnc","1","960","2","ll","-150.104594680831","0.662400633878014","1449.27397544851","1901.91034449417","mt"
"4008","cds-hrp","1","960","2",NA,NA,NA,NA,NA,NA
"4009","cds-hnc-w","1","960","2","ll","-150.104594680831","0.662400633878014","1449.27397544851","1901.91034449417","mt"
"4010","cds-hnc-w","1","960","2","ll","-160.544861963303","0.547263374834136","1754.18280145452","1901.91034449417","mt"
"4011","mmds-MS","1","960","3","79.2820696494981","-152.564139298996","0.463628605139425","2070.62288512441","1901.91034449417","2"
"4012","cds-hnc","1","960","3","ll","-150.928924932278","0.661707599127612","1450.79186224498","1901.91034449417","mt"
"4013","cds-hnc","1","960","3","ll","-148.914112313701","0.625654646094517","1534.39282516728","1901.91034449417","mt"
"4014","cds-hnc-w","1","960","3","ll","-150.928924932278","0.661707599127612","1450.79186224498","1901.91034449417","mt"
"4015","cds-hnc-w","1","960","3","ll","-148.914112028259","0.625654620489686","1534.3928879621","1901.91034449417","mt"
"4016","mmds-MS","1","960","4","106.529270327979","-207.058540655958","0.412033418732814","2329.90810054298","1901.91034449417","2"
"4017","cds-hnc","1","960","4","ll","-176.209450080914","0.64168346240522","1496.06473634467","1901.91034449417","mt"
"4018","cds-hnc","1","960","4","ll","-201.110256129505","0.486365661080153","1973.82355873556","1901.91034449417","mt"
"4019","cds-hnc-w","1","960","4","ll","-176.209450080914","0.64168346240522","1496.06473634467","1901.91034449417","mt"
"4020","cds-hnc-w","1","960","4","ll","-201.110256129505","0.486365661080153","1973.82355873556","1901.91034449417","mt"
"4021","mmds-MS","1","960","5","86.2034888122733","-166.406977624547","0.548776459387272","1749.34617470996","1901.91034449417","2"
"4022","cds-hnc","1","960","5","ll","-154.233576114679","0.658956735249808","1456.84830072504","1901.91034449417","mt"
"4023","cds-hnc","1","960","5","ll","-167.34058518961","0.561092246813339","1710.94861041516","1901.91034449417","mt"
"4024","cds-hnc-w","1","960","5","ll","-154.233576114679","0.658956735249808","1456.84830072504","1901.91034449417","mt"
"4025","cds-hnc-w","1","960","5","ll","-167.34058518961","0.561092246813339","1710.94861041516","1901.91034449417","mt"
"4026","mmds-MS","1","960","6","78.3081936867724","-150.616387373545","0.509005301724417","1886.03143571923","1901.91034449417","2"
"4027","cds-hnc","1","960","6","ll","-141.906945374483","0.669447714290089","1434.01789192458","1901.91034449417","mt"
"4028","cds-hnc","1","960","6","ll","-137.916158378358","0.582083652477796","1649.24748515699","1901.91034449417","mt"
"4029","cds-hnc-w","1","960","6","ll","-141.906945374483","0.669447714290089","1434.01789192458","1901.91034449417","mt"
"4030","cds-hnc-w","1","960","6","ll","-137.916158378358","0.582083652477796","1649.24748515699","1901.91034449417","mt"
"4031","mmds-MS","1","960","7","110.5406319585","-215.081263917","0.483793706933556","1984.3168405079","1901.91034449417","2"
"4032","cds-hnc","1","960","7","ll","-201.361758161301","0.623772874190993","1539.02171723174","1901.91034449417","mt"
"4033","cds-hnc","1","960","7","ll","-206.409750400642","0.519977313223283","1846.23439443745","1901.91034449417","mt"
"4034","cds-hnc-w","1","960","7","ll","-201.361758161301","0.623772874190993","1539.02171723174","1901.91034449417","mt"
"4035","cds-hnc-w","1","960","7","ll","-206.409750400642","0.519977313223283","1846.23439443745","1901.91034449417","mt"
"4036","mmds-MS","1","960","8","98.057052324906","-190.114104649812","0.510915261063026","1878.98086661689","1901.91034449417","2"
"4037","cds-hnc","1","960","8","ll","-176.147475224192","0.641729877467587","1495.95652891896","1901.91034449417","mt"
"4038","cds-hnc","1","960","8","ll","-190.839775424634","0.525129496301492","1828.12050505888","1901.91034449417","mt"
"4039","cds-hnc-w","1","960","8","ll","-176.147475224192","0.641729877467587","1495.95652891896","1901.91034449417","mt"
"4040","cds-hnc-w","1","960","8","ll","-190.839775424634","0.525129496301492","1828.12050505888","1901.91034449417","mt"
"4041","mmds-MS","1","960","9","73.3454740136833","-140.690948027367","0.485973114704189","1975.41792118346","1901.91034449417","2"
"4042","cds-hnc","1","960","9","ll","-128.879579735046","0.681276522885994","1409.1194511346","1901.91034449417","mt"
"4043","cds-hrp","1","960","9",NA,NA,NA,NA,NA,NA
"4044","cds-hnc-w","1","960","9","ll","-128.879579735046","0.681276522885994","1409.1194511346","1901.91034449417","mt"
"4045","cds-hnc-w","1","960","9","ll","-136.051980856144","0.581275390806904","1651.5407587914","1901.91034449417","mt"
"4046","mmds-MS","1","960","10","86.7145521411112","-167.429104282222","0.436351297853924","2200.06220841212","1901.91034449417","2"
"4047","cds-hnc","1","960","10","ll","-157.402331346506","0.656358928142084","1462.61436972818","1901.91034449417","mt"
"4048","cds-hnc","1","960","10","ll","-152.259804816974","0.656891434214622","1461.42870799918","1901.91034449417","mt"
"4049","cds-hnc-w","1","960","10","ll","-157.402331346506","0.656358928142084","1462.61436972818","1901.91034449417","mt"
"4050","cds-hnc-w","1","960","10","ll","-152.259804825461","0.656891382148244","1461.42882383461","1901.91034449417","mt"
"4051","mmds-MS","1","960","11","105.059820975221","-204.119641950441","0.479164655529048","2003.48666981721","1901.91034449417","2"
"4052","cds-hnc","1","960","11","ll","-185.581768636589","0.634799254425311","1512.28911078211","1901.91034449417","mt"
"4053","cds-hnc","1","960","11","ll","-200.698126665893","0.502691208634615","1909.72108425669","1901.91034449417","mt"
"4054","cds-hnc-w","1","960","11","ll","-185.581768636589","0.634799254425311","1512.28911078211","1901.91034449417","mt"
"4055","cds-hnc-w","1","960","11","ll","-200.698126665893","0.502691208634615","1909.72108425669","1901.91034449417","mt"
"4056","mmds-MS","1","960","12","79.7789796973101","-153.55795939462","0.503585161696489","1906.33099030545","1901.91034449417","2"
"4057","cds-hnc","1","960","12","ll","-131.496819617027","0.678833395018088","1414.1908854888","1901.91034449417","mt"
"4058","cds-hnc","1","960","12","ll","-153.102564990591","0.547500195852237","1753.42403029768","1901.91034449417","mt"
"4059","cds-hnc-w","1","960","12","ll","-131.496819617027","0.678833395018088","1414.1908854888","1901.91034449417","mt"
"4060","cds-hnc-w","1","960","12","ll","-153.102564990591","0.547500195852237","1753.42403029768","1901.91034449417","mt"
"4061","mmds-MS","1","960","13","82.4292564040417","-158.858512808083","0.550293184677344","1744.52460384891","1901.91034449417","2"
"4062","cds-hnc","1","960","13","ll","-149.016334234007","0.663319893376798","1447.26550429971","1901.91034449417","mt"
"4063","cds-hnc","1","960","13","ll","-157.757546550949","0.571560819144319","1679.61128167815","1901.91034449417","mt"
"4064","cds-hnc-w","1","960","13","ll","-149.016334234007","0.663319893376798","1447.26550429971","1901.91034449417","mt"
"4065","cds-hnc-w","1","960","13","ll","-157.757546550949","0.571560819144319","1679.61128167815","1901.91034449417","mt"
"4066","mmds-MS","1","960","14","80.113115384235","-154.22623076847","0.437005218526029","2196.77010548747","1901.91034449417","2"
"4067","cds-hnc","1","960","14","ll","-150.133085498812","0.662376634598517","1449.32648565099","1901.91034449417","mt"
"4068","cds-hnc","1","960","14","ll","-149.222504669244","0.61726279292505","1555.25330702472","1901.91034449417","mt"
"4069","cds-hnc-w","1","960","14","ll","-150.133085498812","0.662376634598517","1449.32648565099","1901.91034449417","mt"
"4070","cds-hnc-w","1","960","14","ll","-149.222504672272","0.617262643358961","1555.25368387104","1901.91034449417","mt"
"4071","mmds-MS","1","960","15","97.5188112497952","-189.03762249959","0.506634254095062","1894.85806030768","1901.91034449417","2"
"4072","cds-hnc","1","960","15","ll","-177.568453692472","0.640668643074476","1498.43450335434","1901.91034449417","mt"
"4073","cds-hnc","1","960","15","ll","-187.916172778235","0.539967111568432","1777.88605904442","1901.91034449417","mt"
"4074","cds-hnc-w","1","960","15","ll","-177.568453692472","0.640668643074476","1498.43450335434","1901.91034449417","mt"
"4075","cds-hnc-w","1","960","15","ll","-187.916172778235","0.539967111568432","1777.88605904442","1901.91034449417","mt"
"4076","mmds-MS","1","960","16","96.4442772135559","-186.888554427112","0.53582283521068","1791.6369682575","1901.91034449417","2"
"4077","cds-hnc","1","960","16","ll","-179.636497122158","0.639135353668768","1502.02925638428","1901.91034449417","mt"
"4078","cds-hnc","1","960","16","ll","-185.101567864089","0.564666791051311","1700.11768925289","1901.91034449417","mt"
"4079","cds-hnc-w","1","960","16","ll","-179.636497122158","0.639135353668768","1502.02925638428","1901.91034449417","mt"
"4080","cds-hnc-w","1","960","16","ll","-185.101567988246","0.564666934687918","1700.11725678709","1901.91034449417","mt"
"4081","mmds-MS","1","960","17","110.770894245313","-215.541788490625","0.516674849087981","1858.03509053046","1901.91034449417","2"
"4082","cds-hnc","1","960","17","ll","-196.702219067623","0.62695933180513","1531.1997944683","1901.91034449417","mt"
"4083","cds-hnc","1","960","17","ll","-217.501553298939","0.502720638297068","1909.60928767901","1901.91034449417","mt"
"4084","cds-hnc-w","1","960","17","ll","-196.702219067623","0.62695933180513","1531.1997944683","1901.91034449417","mt"
"4085","cds-hnc-w","1","960","17","ll","-217.501553298939","0.502720638297068","1909.60928767901","1901.91034449417","mt"
"4086","mmds-MS","1","960","18","88.3874324658645","-170.774864931729","0.513055228649605","1871.14358531494","1901.91034449417","2"
"4087","cds-hnc","1","960","18","ll","-161.152764625498","0.653333306702199","1469.38781499714","1901.91034449417","mt"
"4088","cds-hnc","1","960","18","ll","-172.048841792494","0.55005030929147","1745.29490081842","1901.91034449417","mt"
"4089","cds-hnc-w","1","960","18","ll","-161.152764625498","0.653333306702199","1469.38781499714","1901.91034449417","mt"
"4090","cds-hnc-w","1","960","18","ll","-172.048841792494","0.55005030929147","1745.29490081842","1901.91034449417","mt"
"4091","mmds-MS","1","960","19","90.544817866933","-175.089635733866","0.549931624491039","1745.67156578507","1901.91034449417","2"
"4092","cds-hnc","1","960","19","ll","-168.728126226192","0.647376177778107","1482.9090611503","1901.91034449417","mt"
"4093","cds-hnc","1","960","19","ll","-174.503973807583","0.571044964857333","1681.12856093538","1901.91034449417","mt"
"4094","cds-hnc-w","1","960","19","ll","-168.728126226192","0.647376177778107","1482.9090611503","1901.91034449417","mt"
"4095","cds-hnc-w","1","960","19","ll","-174.503973807583","0.571044964857333","1681.12856093538","1901.91034449417","mt"
"4096","mmds-MS","1","960","20","92.5080469286456","-179.016093857291","0.483421724980181","1985.84372690192","1901.91034449417","2"
"4097","cds-hnc","1","960","20","ll","-162.511190413599","0.652250224523747","1471.82778005322","1901.91034449417","mt"
"4098","cds-hnc","1","960","20","ll","-175.710037670116","0.528225187555173","1817.40670951956","1901.91034449417","mt"
"4099","cds-hnc-w","1","960","20","ll","-162.511190413599","0.652250224523747","1471.82778005322","1901.91034449417","mt"
"4100","cds-hnc-w","1","960","20","ll","-175.710037670116","0.528225187555173","1817.40670951956","1901.91034449417","mt"
"4101","mmds-MS","1","960","21","75.2551055895649","-144.51021117913","0.508137106584555","1889.25387963229","1901.91034449417","2"
"4102","cds-hnc","1","960","21","ll","-136.77315027163","0.674012108673808","1424.30675598529","1901.91034449417","mt"
"4103","cds-hnc","1","960","21","ll","-138.578244175851","0.58176810858754","1650.14201677496","1901.91034449417","mt"
"4104","cds-hnc-w","1","960","21","ll","-136.77315027163","0.674012108673808","1424.30675598529","1901.91034449417","mt"
"4105","cds-hnc-w","1","960","21","ll","-138.578244175851","0.58176810858754","1650.14201677496","1901.91034449417","mt"
"4106","mmds-MS","1","960","22","101.217086708567","-196.434173417134","0.483624963399021","1985.00919649166","1901.91034449417","2"
"4107","cds-hnc","1","960","22","ll","-182.197151965247","0.637254886875539","1506.46157412285","1901.91034449417","mt"
"4108","cds-hnc","1","960","22","ll","-193.267177729406","0.515666095947661","1861.66980444151","1901.91034449417","mt"
"4109","cds-hnc-w","1","960","22","ll","-182.197151965247","0.637254886875539","1506.46157412285","1901.91034449417","mt"
"4110","cds-hnc-w","1","960","22","ll","-193.267177729406","0.515666095947661","1861.66980444151","1901.91034449417","mt"
"4111","mmds-MS","1","960","23","88.3181201213302","-170.63624024266","0.492600582269511","1948.84057094915","1901.91034449417","2"
"4112","cds-hnc","1","960","23","ll","-156.662525848446","0.65696205472468","1461.27161088827","1901.91034449417","mt"
"4113","cds-hnc","1","960","23","ll","-168.720059793408","0.539480188668976","1779.49073972215","1901.91034449417","mt"
"4114","cds-hnc-w","1","960","23","ll","-156.662525848446","0.65696205472468","1461.27161088827","1901.91034449417","mt"
"4115","cds-hnc-w","1","960","23","ll","-168.720059793408","0.539480188668976","1779.49073972215","1901.91034449417","mt"
"4116","mmds-MS","1","960","24","88.7496482976884","-171.499296595377","0.455191894869855","2109.00064526517","1901.91034449417","2"
"4117","cds-hnc","1","960","24","ll","-154.993811429557","0.658329891798832","1458.23547124205","1901.91034449417","mt"
"4118","cds-hnc","1","960","24","ll","-169.409261769342","0.533568490690055","1799.20669370571","1901.91034449417","mt"
"4119","cds-hnc-w","1","960","24","ll","-154.993811429557","0.658329891798832","1458.23547124205","1901.91034449417","mt"
"4120","cds-hnc-w","1","960","24","ll","-169.409261769342","0.533568490690055","1799.20669370571","1901.91034449417","mt"
"4121","mmds-MS","1","960","25","107.193709318354","-208.387418636709","0.506910212233845","1893.82651371233","1901.91034449417","2"
